Vehicle,PaymentYear,TotalPayment
Tesla Model 3 RWDAutomatic (A1),1,10567.0
Tesla Model 3 RWDAutomatic (A1),2,21134.0
Tesla Model 3 RWDAutomatic (A1),3,31701.0
Tesla Model 3 RWDAutomatic (A1),4,42268.0
Tesla Model 3 RWDAutomatic (A1),5,52835.0
Tesla Model 3 RWDAutomatic (A1),6,54004.0
Tesla Model 3 RWDAutomatic (A1),7,55173.0
Tesla Model 3 RWDAutomatic (A1),8,56342.0
Tesla Model 3 RWDAutomatic (A1),9,57511.0
Tesla Model 3 RWDAutomatic (A1),10,58680.0
Tesla Model 3 RWDAutomatic (A1),11,59849.0
Tesla Model 3 RWDAutomatic (A1),12,61018.0
Tesla Model 3 Long Range AWDAutomatic (A1),1,12767.0
Tesla Model 3 Long Range AWDAutomatic (A1),2,25534.0
Tesla Model 3 Long Range AWDAutomatic (A1),3,38301.0
Tesla Model 3 Long Range AWDAutomatic (A1),4,51068.0
Tesla Model 3 Long Range AWDAutomatic (A1),5,63835.0
Tesla Model 3 Long Range AWDAutomatic (A1),6,65004.0
Tesla Model 3 Long Range AWDAutomatic (A1),7,66173.0
Tesla Model 3 Long Range AWDAutomatic (A1),8,67342.0
Tesla Model 3 Long Range AWDAutomatic (A1),9,68511.0
Tesla Model 3 Long Range AWDAutomatic (A1),10,69680.0
Tesla Model 3 Long Range AWDAutomatic (A1),11,70849.0
Tesla Model 3 Long Range AWDAutomatic (A1),12,72018.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),1,20169.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),2,40338.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),3,60507.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),4,80676.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),5,100845.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),6,102014.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),7,103183.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),8,104352.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),9,105521.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),10,106690.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),11,107859.0
Lucid Air G Touring AWD w/19 inch wheelsAutomatic (A1),12,109028.0
Tesla Model Y RWDAutomatic (A1),1,1169.0
Tesla Model Y RWDAutomatic (A1),2,2338.0
Tesla Model Y RWDAutomatic (A1),3,3507.0
Tesla Model Y RWDAutomatic (A1),4,4676.0
Tesla Model Y RWDAutomatic (A1),5,5845.0
Tesla Model Y RWDAutomatic (A1),6,7014.0
Tesla Model Y RWDAutomatic (A1),7,8183.0
Tesla Model Y RWDAutomatic (A1),8,9352.0
Tesla Model Y RWDAutomatic (A1),9,10521.0
Tesla Model Y RWDAutomatic (A1),10,11690.0
Tesla Model Y RWDAutomatic (A1),11,12859.0
Tesla Model Y RWDAutomatic (A1),12,14028.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),1,1169.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),2,2338.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),3,3507.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),4,4676.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),5,5845.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),6,7014.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),7,8183.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),8,9352.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),9,10521.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),10,11690.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),11,12859.0
Lucid Air Dream R AWD w/19 inch wheelsAutomatic (A1),12,14028.0
Tesla Model Y AWDAutomatic (A1),1,1219.0
Tesla Model Y AWDAutomatic (A1),2,2438.0
Tesla Model Y AWDAutomatic (A1),3,3657.0
Tesla Model Y AWDAutomatic (A1),4,4876.0
Tesla Model Y AWDAutomatic (A1),5,6095.0
Tesla Model Y AWDAutomatic (A1),6,7314.0
Tesla Model Y AWDAutomatic (A1),7,8533.0
Tesla Model Y AWDAutomatic (A1),8,9752.0
Tesla Model Y AWDAutomatic (A1),9,10971.0
Tesla Model Y AWDAutomatic (A1),10,12190.0
Tesla Model Y AWDAutomatic (A1),11,13409.0
Tesla Model Y AWDAutomatic (A1),12,14628.0
Tesla Model Y Long Range AWDAutomatic (A1),1,14417.0
Tesla Model Y Long Range AWDAutomatic (A1),2,28834.0
Tesla Model Y Long Range AWDAutomatic (A1),3,43251.0
Tesla Model Y Long Range AWDAutomatic (A1),4,57668.0
Tesla Model Y Long Range AWDAutomatic (A1),5,72085.0
Tesla Model Y Long Range AWDAutomatic (A1),6,73304.0
Tesla Model Y Long Range AWDAutomatic (A1),7,74523.0
Tesla Model Y Long Range AWDAutomatic (A1),8,75742.0
Tesla Model Y Long Range AWDAutomatic (A1),9,76961.0
Tesla Model Y Long Range AWDAutomatic (A1),10,78180.0
Tesla Model Y Long Range AWDAutomatic (A1),11,79399.0
Tesla Model Y Long Range AWDAutomatic (A1),12,80618.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),1,1219.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),2,2438.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),3,3657.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),4,4876.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),5,6095.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),6,7314.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),7,8533.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),8,9752.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),9,10971.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),10,12190.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),11,13409.0
Lucid Air G Touring AWD w/21 inch wheelsAutomatic (A1),12,14628.0
Hyundai Kona ElectricAutomatic (A1),1,9719.0
Hyundai Kona ElectricAutomatic (A1),2,19438.0
Hyundai Kona ElectricAutomatic (A1),3,29157.0
Hyundai Kona ElectricAutomatic (A1),4,38876.0
Hyundai Kona ElectricAutomatic (A1),5,48595.0
Hyundai Kona ElectricAutomatic (A1),6,49814.0
Hyundai Kona ElectricAutomatic (A1),7,51033.0
Hyundai Kona ElectricAutomatic (A1),8,52252.0
Hyundai Kona ElectricAutomatic (A1),9,53471.0
Hyundai Kona ElectricAutomatic (A1),10,54690.0
Hyundai Kona ElectricAutomatic (A1),11,55909.0
Hyundai Kona ElectricAutomatic (A1),12,57128.0
Chevrolet Bolt EVAutomatic (variable gear ratios),1,8059.0
Chevrolet Bolt EVAutomatic (variable gear ratios),2,16118.0
Chevrolet Bolt EVAutomatic (variable gear ratios),3,24177.0
Chevrolet Bolt EVAutomatic (variable gear ratios),4,32236.0
Chevrolet Bolt EVAutomatic (variable gear ratios),5,40295.0
Chevrolet Bolt EVAutomatic (variable gear ratios),6,41514.0
Chevrolet Bolt EVAutomatic (variable gear ratios),7,42733.0
Chevrolet Bolt EVAutomatic (variable gear ratios),8,43952.0
Chevrolet Bolt EVAutomatic (variable gear ratios),9,45171.0
Chevrolet Bolt EVAutomatic (variable gear ratios),10,46390.0
Chevrolet Bolt EVAutomatic (variable gear ratios),11,47609.0
Chevrolet Bolt EVAutomatic (variable gear ratios),12,48828.0
Tesla Model SAutomatic (A1),1,22217.0
Tesla Model SAutomatic (A1),2,44434.0
Tesla Model SAutomatic (A1),3,66651.0
Tesla Model SAutomatic (A1),4,88868.0
Tesla Model SAutomatic (A1),5,111085.0
Tesla Model SAutomatic (A1),6,112304.0
Tesla Model SAutomatic (A1),7,113523.0
Tesla Model SAutomatic (A1),8,114742.0
Tesla Model SAutomatic (A1),9,115961.0
Tesla Model SAutomatic (A1),10,117180.0
Tesla Model SAutomatic (A1),11,118399.0
Tesla Model SAutomatic (A1),12,119618.0
Kia EV6 RWD (Standard Range)Automatic (A1),1,1219.0
Kia EV6 RWD (Standard Range)Automatic (A1),2,2438.0
Kia EV6 RWD (Standard Range)Automatic (A1),3,3657.0
Kia EV6 RWD (Standard Range)Automatic (A1),4,4876.0
Kia EV6 RWD (Standard Range)Automatic (A1),5,6095.0
Kia EV6 RWD (Standard Range)Automatic (A1),6,7314.0
Kia EV6 RWD (Standard Range)Automatic (A1),7,8533.0
Kia EV6 RWD (Standard Range)Automatic (A1),8,9752.0
Kia EV6 RWD (Standard Range)Automatic (A1),9,10971.0
Kia EV6 RWD (Standard Range)Automatic (A1),10,12190.0
Kia EV6 RWD (Standard Range)Automatic (A1),11,13409.0
Kia EV6 RWD (Standard Range)Automatic (A1),12,14628.0
Kia EV6 RWD (Long Range)Automatic (A1),1,1219.0
Kia EV6 RWD (Long Range)Automatic (A1),2,2438.0
Kia EV6 RWD (Long Range)Automatic (A1),3,3657.0
Kia EV6 RWD (Long Range)Automatic (A1),4,4876.0
Kia EV6 RWD (Long Range)Automatic (A1),5,6095.0
Kia EV6 RWD (Long Range)Automatic (A1),6,7314.0
Kia EV6 RWD (Long Range)Automatic (A1),7,8533.0
Kia EV6 RWD (Long Range)Automatic (A1),8,9752.0
Kia EV6 RWD (Long Range)Automatic (A1),9,10971.0
Kia EV6 RWD (Long Range)Automatic (A1),10,12190.0
Kia EV6 RWD (Long Range)Automatic (A1),11,13409.0
Kia EV6 RWD (Long Range)Automatic (A1),12,14628.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),1,28417.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),2,56834.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),3,85251.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),4,113668.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),5,142085.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),6,143304.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),7,144523.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),8,145742.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),9,146961.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),10,148180.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),11,149399.0
Tesla Model S Plaid (19 inch wheels)Automatic (A1),12,150618.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),1,1219.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),2,2438.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),3,3657.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),4,4876.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),5,6095.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),6,7314.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),7,8533.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),8,9752.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),9,10971.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),10,12190.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),11,13409.0
Lucid Air Dream P AWD w/19 inch wheelsAutomatic (A1),12,14628.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),1,1219.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),2,2438.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),3,3657.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),4,4876.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),5,6095.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),6,7314.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),7,8533.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),8,9752.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),9,10971.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),10,12190.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),11,13409.0
Lucid Air Dream R AWD w/21 inch wheelsAutomatic (A1),12,14628.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),1,8719.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),2,17438.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),3,26157.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),4,34876.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),5,43595.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),6,44814.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),7,46033.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),8,47252.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),9,48471.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),10,49690.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),11,50909.0
Chevrolet Bolt EUVAutomatic (variable gear ratios),12,52128.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),1,11489.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),2,22978.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),3,34467.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),4,45956.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),5,57445.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),6,58714.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),7,59983.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),8,61252.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),9,62521.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),10,63790.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),11,65059.0
Hyundai Ioniq 5 RWD (Long Range)Automatic (A1),12,66328.0
Tesla Model 3 Performance AWDAutomatic (A1),1,13867.0
Tesla Model 3 Performance AWDAutomatic (A1),2,27734.0
Tesla Model 3 Performance AWDAutomatic (A1),3,41601.0
Tesla Model 3 Performance AWDAutomatic (A1),4,55468.0
Tesla Model 3 Performance AWDAutomatic (A1),5,69335.0
Tesla Model 3 Performance AWDAutomatic (A1),6,70604.0
Tesla Model 3 Performance AWDAutomatic (A1),7,71873.0
Tesla Model 3 Performance AWDAutomatic (A1),8,73142.0
Tesla Model 3 Performance AWDAutomatic (A1),9,74411.0
Tesla Model 3 Performance AWDAutomatic (A1),10,75680.0
Tesla Model 3 Performance AWDAutomatic (A1),11,76949.0
Tesla Model 3 Performance AWDAutomatic (A1),12,78218.0
Kia Niro ElectricAutomatic (A1),1,10199.0
Kia Niro ElectricAutomatic (A1),2,20398.0
Kia Niro ElectricAutomatic (A1),3,30597.0
Kia Niro ElectricAutomatic (A1),4,40796.0
Kia Niro ElectricAutomatic (A1),5,50995.0
Kia Niro ElectricAutomatic (A1),6,52264.0
Kia Niro ElectricAutomatic (A1),7,53533.0
Kia Niro ElectricAutomatic (A1),8,54802.0
Kia Niro ElectricAutomatic (A1),9,56071.0
Kia Niro ElectricAutomatic (A1),10,57340.0
Kia Niro ElectricAutomatic (A1),11,58609.0
Kia Niro ElectricAutomatic (A1),12,59878.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),1,7029.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),2,14058.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),3,21087.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),4,28116.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),5,35145.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),6,36414.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),7,37683.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),8,38952.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),9,40221.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),10,41490.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),11,42759.0
Nissan Leaf (40 kW-hr battery pack)Automatic (A1),12,44028.0
Tesla Model Y Performance AWDAutomatic (A1),1,15267.0
Tesla Model Y Performance AWDAutomatic (A1),2,30534.0
Tesla Model Y Performance AWDAutomatic (A1),3,45801.0
Tesla Model Y Performance AWDAutomatic (A1),4,61068.0
Tesla Model Y Performance AWDAutomatic (A1),5,76335.0
Tesla Model Y Performance AWDAutomatic (A1),6,77604.0
Tesla Model Y Performance AWDAutomatic (A1),7,78873.0
Tesla Model Y Performance AWDAutomatic (A1),8,80142.0
Tesla Model Y Performance AWDAutomatic (A1),9,81411.0
Tesla Model Y Performance AWDAutomatic (A1),10,82680.0
Tesla Model Y Performance AWDAutomatic (A1),11,83949.0
Tesla Model Y Performance AWDAutomatic (A1),12,85218.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),1,1269.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),2,2538.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),3,3807.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),4,5076.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),5,6345.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),6,7614.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),7,8883.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),8,10152.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),9,11421.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),10,12690.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),11,13959.0
Lucid Air Dream P AWD w/21 inch wheelsAutomatic (A1),12,15228.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),1,10519.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),2,21038.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),3,31557.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),4,42076.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),5,52595.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),6,53864.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),7,55133.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),8,56402.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),9,57671.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),10,58940.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),11,60209.0
Hyundai Ioniq 5 RWD (Standard Range)Automatic (A1),12,61478.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),1,1269.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),2,2538.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),3,3807.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),4,5076.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),5,6345.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),6,7614.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),7,8883.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),8,10152.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),9,11421.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),10,12690.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),11,13959.0
MINI Cooper SE Hardtop 2 doorAutomatic (A1),12,15228.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),1,12349.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),2,24698.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),3,37047.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),4,49396.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),5,61745.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),6,63014.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),7,64283.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),8,65552.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),9,66821.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),10,68090.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),11,69359.0
BMW i4 eDrive40 Gran Coupe (18 inch wheels)Automatic (A1),12,70628.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),1,8749.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),2,17498.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),3,26247.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),4,34996.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),5,43745.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),6,45014.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),7,46283.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),8,47552.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),9,48821.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),10,50090.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),11,51359.0
Nissan Leaf (62 kW-hr battery pack)Automatic (A1),12,52628.0
Volkswagen ID.4 ProAutomatic (A1),1,9515.0
Volkswagen ID.4 ProAutomatic (A1),2,19030.0
Volkswagen ID.4 ProAutomatic (A1),3,28545.0
Volkswagen ID.4 ProAutomatic (A1),4,38060.0
Volkswagen ID.4 ProAutomatic (A1),5,47575.0
Volkswagen ID.4 ProAutomatic (A1),6,48844.0
Volkswagen ID.4 ProAutomatic (A1),7,50113.0
Volkswagen ID.4 ProAutomatic (A1),8,51382.0
Volkswagen ID.4 ProAutomatic (A1),9,52651.0
Volkswagen ID.4 ProAutomatic (A1),10,53920.0
Volkswagen ID.4 ProAutomatic (A1),11,55189.0
Volkswagen ID.4 ProAutomatic (A1),12,56458.0
Polestar 2 Single MotorAutomatic (A1),1,1269.0
Polestar 2 Single MotorAutomatic (A1),2,2538.0
Polestar 2 Single MotorAutomatic (A1),3,3807.0
Polestar 2 Single MotorAutomatic (A1),4,5076.0
Polestar 2 Single MotorAutomatic (A1),5,6345.0
Polestar 2 Single MotorAutomatic (A1),6,7614.0
Polestar 2 Single MotorAutomatic (A1),7,8883.0
Polestar 2 Single MotorAutomatic (A1),8,10152.0
Polestar 2 Single MotorAutomatic (A1),9,11421.0
Polestar 2 Single MotorAutomatic (A1),10,12690.0
Polestar 2 Single MotorAutomatic (A1),11,13959.0
Polestar 2 Single MotorAutomatic (A1),12,15228.0
Kia EV6 AWD (Long Range)Automatic (A1),1,1269.0
Kia EV6 AWD (Long Range)Automatic (A1),2,2538.0
Kia EV6 AWD (Long Range)Automatic (A1),3,3807.0
Kia EV6 AWD (Long Range)Automatic (A1),4,5076.0
Kia EV6 AWD (Long Range)Automatic (A1),5,6345.0
Kia EV6 AWD (Long Range)Automatic (A1),6,7614.0
Kia EV6 AWD (Long Range)Automatic (A1),7,8883.0
Kia EV6 AWD (Long Range)Automatic (A1),8,10152.0
Kia EV6 AWD (Long Range)Automatic (A1),9,11421.0
Kia EV6 AWD (Long Range)Automatic (A1),10,12690.0
Kia EV6 AWD (Long Range)Automatic (A1),11,13959.0
Kia EV6 AWD (Long Range)Automatic (A1),12,15228.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),1,8799.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),2,17598.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),3,26397.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),4,35196.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),5,43995.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),6,45314.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),7,46633.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),8,47952.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),9,49271.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),10,50590.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),11,51909.0
Nissan Leaf SV/SL (62 kW-hr battery pack)Automatic (A1),12,53228.0
Ford Mustang Mach-E RWDAutomatic (A1),1,11139.0
Ford Mustang Mach-E RWDAutomatic (A1),2,22278.0
Ford Mustang Mach-E RWDAutomatic (A1),3,33417.0
Ford Mustang Mach-E RWDAutomatic (A1),4,44556.0
Ford Mustang Mach-E RWDAutomatic (A1),5,55695.0
Ford Mustang Mach-E RWDAutomatic (A1),6,57014.0
Ford Mustang Mach-E RWDAutomatic (A1),7,58333.0
Ford Mustang Mach-E RWDAutomatic (A1),8,59652.0
Ford Mustang Mach-E RWDAutomatic (A1),9,60971.0
Ford Mustang Mach-E RWDAutomatic (A1),10,62290.0
Ford Mustang Mach-E RWDAutomatic (A1),11,63609.0
Ford Mustang Mach-E RWDAutomatic (A1),12,64928.0
Volkswagen ID.4 Pro SAutomatic (A1),1,10465.0
Volkswagen ID.4 Pro SAutomatic (A1),2,20930.0
Volkswagen ID.4 Pro SAutomatic (A1),3,31395.0
Volkswagen ID.4 Pro SAutomatic (A1),4,41860.0
Volkswagen ID.4 Pro SAutomatic (A1),5,52325.0
Volkswagen ID.4 Pro SAutomatic (A1),6,53644.0
Volkswagen ID.4 Pro SAutomatic (A1),7,54963.0
Volkswagen ID.4 Pro SAutomatic (A1),8,56282.0
Volkswagen ID.4 Pro SAutomatic (A1),9,57601.0
Volkswagen ID.4 Pro SAutomatic (A1),10,58920.0
Volkswagen ID.4 Pro SAutomatic (A1),11,60239.0
Volkswagen ID.4 Pro SAutomatic (A1),12,61558.0
Tesla Model XAutomatic (A1),1,25517.0
Tesla Model XAutomatic (A1),2,51034.0
Tesla Model XAutomatic (A1),3,76551.0
Tesla Model XAutomatic (A1),4,102068.0
Tesla Model XAutomatic (A1),5,127585.0
Tesla Model XAutomatic (A1),6,128904.0
Tesla Model XAutomatic (A1),7,130223.0
Tesla Model XAutomatic (A1),8,131542.0
Tesla Model XAutomatic (A1),9,132861.0
Tesla Model XAutomatic (A1),10,134180.0
Tesla Model XAutomatic (A1),11,135499.0
Tesla Model XAutomatic (A1),12,136818.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),1,11874.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),2,23748.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),3,35622.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),4,47496.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),5,59370.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),6,60689.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),7,62008.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),8,63327.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),9,64646.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),10,65965.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),11,67284.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),12,68603.0
Volkswagen ID.4 AWD ProAutomatic (A1),1,10301.0
