Vehicle,PaymentYear,TotalPayment
"BMW Alpina XB7 4.4 L, 8 cyl, Automatic (S8), Turbo",8,179692.0
"BMW Alpina XB7 4.4 L, 8 cyl, Automatic (S8), Turbo",9,184491.0
"BMW Alpina XB7 4.4 L, 8 cyl, Automatic (S8), Turbo",10,189290.0
"BMW Alpina XB7 4.4 L, 8 cyl, Automatic (S8), Turbo",11,194089.0
"BMW Alpina XB7 4.4 L, 8 cyl, Automatic (S8), Turbo",12,198888.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",1,4799.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",2,9598.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",3,14397.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",4,19196.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",5,23995.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",6,28794.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",7,33593.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",8,38392.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",9,43191.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",10,47990.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",11,52789.0
"BMW M5 Competition Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",12,57588.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",1,33199.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",2,66398.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",3,99597.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",4,132796.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",5,165995.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",6,170794.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",7,175593.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",8,180392.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",9,185191.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",10,189990.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",11,194789.0
"BMW M5 CS Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",12,199588.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",1,25539.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",2,51078.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",3,76617.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",4,102156.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",5,127695.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",6,132494.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",7,137293.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",8,142092.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",9,146891.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",10,151690.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",11,156489.0
"BMW M5 Sedan 4.4 L, 8 cyl, Automatic (S8), Turbo",12,161288.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",1,32699.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",2,65398.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",3,98097.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",4,130796.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",5,163495.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",6,168294.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",7,173093.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",8,177892.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",9,182691.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",10,187490.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",11,192289.0
"BMW M8 Competition Convertible 4.4 L, 8 cyl, Automatic (S8), Turbo",12,197088.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",1,30799.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",2,61598.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",3,92397.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",4,123196.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",5,153995.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",6,158794.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",7,163593.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",8,168392.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",9,173191.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",10,177990.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",11,182789.0
"BMW M8 Competition Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",12,187588.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",1,30799.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",2,61598.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",3,92397.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",4,123196.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",5,153995.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",6,158794.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",7,163593.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",8,168392.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",9,173191.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",10,177990.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",11,182789.0
"BMW M8 Competition Gran Coupe 4.4 L, 8 cyl, Automatic (S8), Turbo",12,187588.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",1,24759.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",2,49518.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",3,74277.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",4,99036.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",5,123795.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",6,128594.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",7,133393.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",8,138192.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",9,142991.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",10,147790.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",11,152589.0
"BMW X7 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",12,157388.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",1,4799.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",2,9598.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",3,14397.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",4,19196.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",5,23995.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",6,28794.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",7,33593.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",8,38392.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",9,43191.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",10,47990.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",11,52789.0
"Jaguar F-Pace SVR 5.0 L, 8 cyl, Automatic (S8), Supercharger",12,57588.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",1,4799.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",2,9598.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",3,14397.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",4,19196.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",5,23995.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",6,28794.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",7,33593.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",8,38392.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",9,43191.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",10,47990.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",11,52789.0
"Jeep Grand Wagoneer 2WD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",12,57588.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",1,30939.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",2,61878.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",3,92817.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",4,123756.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",5,154695.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",6,159494.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",7,164293.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",8,169092.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",9,173891.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",10,178690.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",11,183489.0
"Porsche Panamera GTS 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",12,188288.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",1,42839.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",2,85678.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",3,128517.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",4,171356.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",5,214195.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",6,218994.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",7,223793.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",8,228592.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",9,233391.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",10,238190.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",11,242989.0
"Porsche Panamera Turbo S/Exec/ST 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",12,247788.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",1,17756.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",2,35512.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",3,53268.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",4,71024.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",5,88780.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",6,93279.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",7,97778.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",8,102277.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",9,106776.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",10,111275.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",11,115774.0
"Ram 1500 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",12,120273.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",1,13247.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",2,26494.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",3,39741.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",4,52988.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",5,66235.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",6,70734.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",7,75233.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",8,79732.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",9,84231.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",10,88730.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",11,93229.0
"Ram 1500 Classic 2WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",12,97728.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",1,13947.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",2,27894.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",3,41841.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",4,55788.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",5,69735.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",6,74234.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",7,78733.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",8,83232.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",9,87731.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",10,92230.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",11,96729.0
"Ram 1500 Classic 4WD 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",12,101228.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",1,66599.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",2,133198.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",3,199797.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",4,266396.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",5,332995.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",6,337794.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",7,342593.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",8,347392.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",9,352191.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",10,356990.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",11,361789.0
"Bentley Flying Spur 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",12,366588.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",1,18819.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",2,37638.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",3,56457.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",4,75276.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",5,94095.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",6,98894.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",7,103693.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",8,108492.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",9,113291.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",10,118090.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",11,122889.0
"BMW X3 M 3.0 L, 6 cyl, Automatic (S8), Turbo",12,127688.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",1,4799.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",2,9598.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",3,14397.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",4,19196.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",5,23995.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",6,28794.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",7,33593.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",8,38392.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",9,43191.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",10,47990.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",11,52789.0
"BMW X3 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",12,57588.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",1,19519.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",2,39038.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",3,58557.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",4,78076.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",5,97595.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",6,102394.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",7,107193.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",8,111992.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",9,116791.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",10,121590.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",11,126389.0
"BMW X4 M 3.0 L, 6 cyl, Automatic (S8), Turbo",12,131188.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",1,4799.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",2,9598.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",3,14397.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",4,19196.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",5,23995.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",6,28794.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",7,33593.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",8,38392.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",9,43191.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",10,47990.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",11,52789.0
"BMW X4 M Competition 3.0 L, 6 cyl, Automatic (S8), Turbo",12,57588.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",1,16609.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",2,33218.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",3,49827.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",4,66436.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",5,83045.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",6,87094.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",7,91143.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",8,95192.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",9,99241.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",10,103290.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",11,107339.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",12,111388.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",1,17359.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",2,34718.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",3,52077.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",4,69436.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",5,86795.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",6,91594.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",7,96393.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",8,101192.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",9,105991.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",10,110790.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",11,115589.0
"Chevrolet Silverado 4WD 6.2 L, 8 cyl, Automatic 10-spd",12,120388.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",1,16609.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",2,33218.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",3,49827.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",4,66436.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",5,83045.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",6,87094.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",7,91143.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",8,95192.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",9,99241.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",10,103290.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",11,107339.0
"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 8-spd",12,111388.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",1,18589.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",2,37178.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",3,55767.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",4,74356.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",5,92945.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",6,96994.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",7,101043.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",8,105092.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",9,109141.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",10,113190.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",11,117239.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",12,121288.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",1,18589.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",2,37178.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",3,55767.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",4,74356.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",5,92945.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",6,96994.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",7,101043.0
"Chevrolet Suburban 2WD 5.3 L, 8 cyl, Automatic 10-spd",8,105092.0
