level_0,index,Vehicle,All_MPG,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Fuel_Rate,Text2,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range,EngineType,Year,VehicleBrand,VehicleModel,IsLuxuryBrand
766,766,"Porsche 911 Targa 4 GTS 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",19MPG1722combined city/hwycityhwy5.3 gal/100 mi,19,MPG,17,22,5.3 gal/100 mi,,3450,156800,15.7 barrels/yr,461 grams/mile,334,Regular Gasoline,2022,Porsche,"911 Targa 4 GTS 3.0 L, 6 cyl, Automatic (AM-S8), Turbo",Yes
767,767,"Porsche Cayenne 3.0 L, 6 cyl, Automatic (S8), Turbo",19MPG1722combined city/hwycityhwy5.3 gal/100 mi,19,MPG,17,22,5.3 gal/100 mi,,3450,79000,15.7 barrels/yr,466 grams/mile,450,Regular Gasoline,2022,Porsche,"Cayenne 3.0 L, 6 cyl, Automatic (S8), Turbo",Yes
768,768,"Porsche Cayenne / Cayenne Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo",19MPG1722combined city/hwycityhwy5.3 gal/100 mi,19,MPG,17,22,5.3 gal/100 mi,,3450,83300,15.7 barrels/yr,466 grams/mile,450,Regular Gasoline,2022,Porsche,"Cayenne / Cayenne Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo",Yes
769,769,"Porsche Macan GTS 2.9 L, 6 cyl, Automatic (AM-S7), Turbo",19MPG1722combined city/hwycityhwy5.3 gal/100 mi,19,MPG,17,22,5.3 gal/100 mi,,3450,79900,15.7 barrels/yr,466 grams/mile,325,Regular Gasoline,2022,Porsche,"Macan GTS 2.9 L, 6 cyl, Automatic (AM-S7), Turbo",Yes
770,770,"Toyota Tundra 4WD 3.4 L, 6 cyl, Automatic (S10), Turbo",19MPG1722combined city/hwycityhwy5.3 gal/100 mi,19,MPG,17,22,5.3 gal/100 mi,,2800,74230,15.7 barrels/yr,460 grams/mile,0,Regular Gasoline,2022,Toyota,"Tundra 4WD 3.4 L, 6 cyl, Automatic (S10), Turbo",No
771,771,"Acura MDX AWD Type-S 3.0 L, 6 cyl, Automatic (S10), Turbo",19MPG1721combined city/hwycityhwy5.3 gal/100 mi,19,MPG,17,21,5.3 gal/100 mi,,3450,169500,15.7 barrels/yr,474 grams/mile,352,Regular Gasoline,2022,Acura,"MDX AWD Type-S 3.0 L, 6 cyl, Automatic (S10), Turbo",Yes
772,772,"Bentley Continental GT 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",19MPG1626combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,26,5.3 gal/100 mi,,3450,300600,15.7 barrels/yr,462 grams/mile,456,Regular Gasoline,2022,Bentley,"Continental GT 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",Yes
773,773,"Bentley Continental GT V8 Convertible 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",19MPG1626combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,26,5.3 gal/100 mi,,3450,319800,15.7 barrels/yr,473 grams/mile,456,Regular Gasoline,2022,Bentley,"Continental GT V8 Convertible 4.0 L, 8 cyl, Automatic (AM-S8), Turbo",Yes
774,774,"Chrysler 300 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19MPG1625combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,25,5.3 gal/100 mi,,3200,45350,15.7 barrels/yr,466 grams/mile,352,Regular Gasoline,2022,Chrysler,"300 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",No
775,775,"Dodge Challenger 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19MPG1625combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,25,5.3 gal/100 mi,,3200,45055,15.7 barrels/yr,466 grams/mile,352,Regular Gasoline,2022,Dodge,"Challenger 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",No
776,776,"Dodge Charger 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",19MPG1625combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,25,5.3 gal/100 mi,,3200,47385,15.7 barrels/yr,466 grams/mile,352,Regular Gasoline,2022,Dodge,"Charger 5.7 L, 8 cyl, Automatic 8-spd, Midgrade Gasoline",No
777,777,"Lexus LC 500 5.0 L, 8 cyl, Automatic (S10)",19MPG1625combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,25,5.3 gal/100 mi,,3450,93150,15.7 barrels/yr,473 grams/mile,412,Regular Gasoline,2022,Lexus,"LC 500 5.0 L, 8 cyl, Automatic (S10)",Yes
778,778,"Maserati Quattroporte GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",19MPG1625combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,25,5.3 gal/100 mi,,3450,96000,15.7 barrels/yr,453 grams/mile,401,Regular Gasoline,2022,Maserati,"Quattroporte GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",Yes
779,779,"Maserati Quattroporte Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",19MPG1625combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,25,5.3 gal/100 mi,,3450,105800,15.7 barrels/yr,453 grams/mile,401,Regular Gasoline,2022,Maserati,"Quattroporte Modena RWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",Yes
780,780,"Cadillac CT4 V 3.6 L, 6 cyl, Automatic (S10), Turbo",19MPG1624combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,24,5.3 gal/100 mi,,3450,45895,15.7 barrels/yr,478 grams/mile,323,Regular Gasoline,2022,Cadillac,"CT4 V 3.6 L, 6 cyl, Automatic (S10), Turbo",Yes
781,781,"Chevrolet Camaro 6.2 L, 8 cyl, Manual 6-spd",19MPG1624combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,24,5.3 gal/100 mi,,3450,0,15.7 barrels/yr,477 grams/mile,361,Regular Gasoline,2022,Chevrolet,"Camaro 6.2 L, 8 cyl, Manual 6-spd",No
782,782,"Chevrolet Corvette 6.2 L, 8 cyl, Automatic (S8)",19MPG1624combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,24,5.3 gal/100 mi,,3450,79850,15.7 barrels/yr,478 grams/mile,352,Regular Gasoline,2022,Chevrolet,"Corvette 6.2 L, 8 cyl, Automatic (S8)",No
783,783,"Genesis G90 RWD 5.0 L, 8 cyl, Automatic (S8)",19MPG1624combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,24,5.3 gal/100 mi,,3450,78700,15.7 barrels/yr,481 grams/mile,416,Regular Gasoline,2022,Genesis,"G90 RWD 5.0 L, 8 cyl, Automatic (S8)",Yes
784,784,"Lexus RC F 5.0 L, 8 cyl, Automatic (S8)",19MPG1624combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,24,5.3 gal/100 mi,,3450,101095,15.7 barrels/yr,459 grams/mile,331,Regular Gasoline,2022,Lexus,"RC F 5.0 L, 8 cyl, Automatic (S8)",Yes
785,785,"Maserati Ghibli Modena AWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",19MPG1624combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,24,5.3 gal/100 mi,,3450,83500,15.7 barrels/yr,472 grams/mile,401,Regular Gasoline,2022,Maserati,"Ghibli Modena AWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",Yes
786,786,"Maserati Quattroporte Modena AWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",19MPG1624combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,24,5.3 gal/100 mi,,3450,110300,15.7 barrels/yr,472 grams/mile,401,Regular Gasoline,2022,Maserati,"Quattroporte Modena AWD 3.0 L, 6 cyl, Automatic 8-spd, Turbo",Yes
787,787,"Mercedes-Benz AMG GLC43 4matic  Coupe 3.0 L, 6 cyl, Automatic 9-spd, Turbo",19MPG1624combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,24,5.3 gal/100 mi,,3450,0,15.7 barrels/yr,468 grams/mile,331,Regular Gasoline,2022,Mercedes-Benz,"AMG GLC43 4matic  Coupe 3.0 L, 6 cyl, Automatic 9-spd, Turbo",Yes
788,788,"BMW M3 Competition Sedan 3.0 L, 6 cyl, Automatic (S8), Turbo",19MPG1623combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,23,5.3 gal/100 mi,,3450,73000,15.7 barrels/yr,470 grams/mile,296,Regular Gasoline,2022,BMW,"M3 Competition Sedan 3.0 L, 6 cyl, Automatic (S8), Turbo",Yes
789,789,"BMW M3 Sedan 3.0 L, 6 cyl, Manual 6-spd, Turbo",19MPG1623combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,23,5.3 gal/100 mi,,3450,70100,15.7 barrels/yr,472 grams/mile,296,Regular Gasoline,2022,BMW,"M3 Sedan 3.0 L, 6 cyl, Manual 6-spd, Turbo",Yes
790,790,"BMW M4 Competition Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo",19MPG1623combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,23,5.3 gal/100 mi,,3450,74900,15.7 barrels/yr,470 grams/mile,296,Regular Gasoline,2022,BMW,"M4 Competition Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo",Yes
791,791,"BMW M4 Coupe 3.0 L, 6 cyl, Manual 6-spd, Turbo",19MPG1623combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,23,5.3 gal/100 mi,,3450,72000,15.7 barrels/yr,472 grams/mile,296,Regular Gasoline,2022,BMW,"M4 Coupe 3.0 L, 6 cyl, Manual 6-spd, Turbo",Yes
792,792,"Ferrari Portofino M 3.9 L, 8 cyl, Automatic (AM8), Turbo",19MPG1623combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,23,5.3 gal/100 mi,,3450,0,15.7 barrels/yr,471 grams/mile,0,Regular Gasoline,2022,Ferrari,"Portofino M 3.9 L, 8 cyl, Automatic (AM8), Turbo",Yes
793,793,"Ford Expedition 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",19MPG1623combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,23,5.3 gal/100 mi,,2800,79560,15.7 barrels/yr,468 grams/mile,441,Regular Gasoline,2022,Ford,"Expedition 2WD 3.5 L, 6 cyl, Automatic (S10), Turbo",No
794,794,"Jeep Gladiator 4WD 3.6 L, 6 cyl, Manual 6-spd",19MPG1623combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,23,5.3 gal/100 mi,,2800,54080,15.7 barrels/yr,476 grams/mile,418,Regular Gasoline,2022,Jeep,"Gladiator 4WD 3.6 L, 6 cyl, Manual 6-spd",No
795,795,"Porsche 911 Carrera 4 GTS Cabriolet 3.0 L, 6 cyl, Manual 7-spd, Turbo",19MPG1623combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,23,5.3 gal/100 mi,,3450,156800,15.7 barrels/yr,477 grams/mile,334,Regular Gasoline,2022,Porsche,"911 Carrera 4 GTS Cabriolet 3.0 L, 6 cyl, Manual 7-spd, Turbo",Yes
796,796,"Porsche 911 Targa 4 GTS 3.0 L, 6 cyl, Manual 7-spd, Turbo",19MPG1623combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,23,5.3 gal/100 mi,,3450,156800,15.7 barrels/yr,477 grams/mile,334,Regular Gasoline,2022,Porsche,"911 Targa 4 GTS 3.0 L, 6 cyl, Manual 7-spd, Turbo",Yes
797,797,"Ram 1500 Classic 4WD 3.6 L, 6 cyl, Automatic 8-spd",19MPG1623combined city/hwycityhwy5.3 gal/100 mi,19,MPG,16,23,5.3 gal/100 mi,,2800,47240,15.7 barrels/yr,475 grams/mile,0,Regular Gasoline,2022,Ram,"1500 Classic 4WD 3.6 L, 6 cyl, Automatic 8-spd",No
798,798,"Ford Mustang 5.0 L, 8 cyl, Automatic (S10)",19MPG1524combined city/hwycityhwy5.3 gal/100 mi,19,MPG,15,24,5.3 gal/100 mi,,2800,43065,15.7 barrels/yr,479 grams/mile,302,Regular Gasoline,2022,Ford,"Mustang 5.0 L, 8 cyl, Automatic (S10)",No
799,799,"Ford Bronco Black Diamond 4WD 2.3 L, 4 cyl, Automatic (S10), Turbo",18MPG1818combined city/hwycityhwy5.6 gal/100 mi,18,MPG,18,18,5.6 gal/100 mi,,2950,40840,16.5 barrels/yr,493 grams/mile,374,Regular Gasoline,2022,Ford,"Bronco Black Diamond 4WD 2.3 L, 4 cyl, Automatic (S10), Turbo",No
800,800,"Ford Bronco Sasquatch 4WD 2.3 L, 4 cyl, Automatic (S10), Turbo",18MPG1817combined city/hwycityhwy5.6 gal/100 mi,18,MPG,18,17,5.6 gal/100 mi,18.9,2950,0,16.5 barrels/yr,494 grams/mile,374,Regular Gasoline,2022,Ford,"Bronco Sasquatch 4WD 2.3 L, 4 cyl, Automatic (S10), Turbo",No
801,801,"Toyota Tacoma 4WD 3.5 L, 6 cyl, Manual 6-spd",18MPG1721combined city/hwycityhwy5.6 gal/100 mi,18,MPG,17,21,5.6 gal/100 mi,,2950,43480,16.5 barrels/yr,481 grams/mile,380,Regular Gasoline,2022,Toyota,"Tacoma 4WD 3.5 L, 6 cyl, Manual 6-spd",No
802,802,"Chevrolet Silverado 4WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",18MPG1720combined city/hwycityhwy5.6 gal/100 mi,18,MPG,17,20,5.6 gal/100 mi,,2950,62800,16.5 barrels/yr,486 grams/mile,432,Regular Gasoline,2022,Chevrolet,"Silverado 4WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",No
803,803,"Chevrolet Silverado 4WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",18MPG1720combined city/hwycityhwy5.6 gal/100 mi,18,MPG,17,20,5.6 gal/100 mi,,2950,62800,16.5 barrels/yr,489 grams/mile,432,Regular Gasoline,2022,Chevrolet,"Silverado 4WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",No
804,804,"GMC Sierra 4WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",18MPG1720combined city/hwycityhwy5.6 gal/100 mi,18,MPG,17,20,5.6 gal/100 mi,,2950,81900,16.5 barrels/yr,492 grams/mile,432,Regular Gasoline,2022,GMC,"Sierra 4WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",No
805,805,"GMC Sierra 4WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",18MPG1720combined city/hwycityhwy5.6 gal/100 mi,18,MPG,17,20,5.6 gal/100 mi,,2950,81900,16.5 barrels/yr,489 grams/mile,432,Regular Gasoline,2022,GMC,"Sierra 4WD 2.7 L, 4 cyl, Automatic 8-spd, Turbo",No
806,806,"Land Rover Defender 110 2.0 L, 4 cyl, Automatic (S8), Turbo",18MPG1720combined city/hwycityhwy5.6 gal/100 mi,18,MPG,17,20,5.6 gal/100 mi,,3650,112200,16.5 barrels/yr,492 grams/mile,428,Regular Gasoline,2022,Land Rover,"Defender 110 2.0 L, 4 cyl, Automatic (S8), Turbo",Yes
807,807,"Toyota Tacoma 4WD D-CAB MT TRD-ORP/PRO 3.5 L, 6 cyl, Manual 6-spd",18MPG1720combined city/hwycityhwy5.6 gal/100 mi,18,MPG,17,20,5.6 gal/100 mi,,2950,49290,16.5 barrels/yr,483 grams/mile,380,Regular Gasoline,2022,Toyota,"Tacoma 4WD D-CAB MT TRD-ORP/PRO 3.5 L, 6 cyl, Manual 6-spd",No
808,808,"Ford Bronco Black Diamond 4WD 2.3 L, 4 cyl, Manual 7-spd, Turbo",18MPG1719combined city/hwycityhwy5.6 gal/100 mi,18,MPG,17,19,5.6 gal/100 mi,,2950,40840,16.5 barrels/yr,494 grams/mile,374,Regular Gasoline,2022,Ford,"Bronco Black Diamond 4WD 2.3 L, 4 cyl, Manual 7-spd, Turbo",No
809,809,"Ford Bronco Sasquatch 4WD 2.3 L, 4 cyl, Manual 7-spd, Turbo",18MPG1718combined city/hwycityhwy5.6 gal/100 mi,18,MPG,17,18,5.6 gal/100 mi,19.2,2950,0,16.5 barrels/yr,494 grams/mile,374,Regular Gasoline,2022,Ford,"Bronco Sasquatch 4WD 2.3 L, 4 cyl, Manual 7-spd, Turbo",No
810,810,"Jaguar F-Type P450 AWD R-Dynamic Convertible 5.0 L, 8 cyl, Automatic (S8), Supercharger",18MPG1624combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,24,5.6 gal/100 mi,,3650,83000,16.5 barrels/yr,481 grams/mile,333,Regular Gasoline,2022,Jaguar,"F-Type P450 AWD R-Dynamic Convertible 5.0 L, 8 cyl, Automatic (S8), Supercharger",Yes
811,811,"Jaguar F-Type P450 AWD R-Dynamic Coupe 5.0 L, 8 cyl, Automatic (S8), Supercharger",18MPG1624combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,24,5.6 gal/100 mi,,3650,79900,16.5 barrels/yr,481 grams/mile,333,Regular Gasoline,2022,Jaguar,"F-Type P450 AWD R-Dynamic Coupe 5.0 L, 8 cyl, Automatic (S8), Supercharger",Yes
812,812,"Jaguar F-Type R AWD Convertible 5.0 L, 8 cyl, Automatic (S8), Supercharger",18MPG1624combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,24,5.6 gal/100 mi,,3650,105900,16.5 barrels/yr,481 grams/mile,333,Regular Gasoline,2022,Jaguar,"F-Type R AWD Convertible 5.0 L, 8 cyl, Automatic (S8), Supercharger",Yes
813,813,"Jaguar F-Type R AWD Coupe 5.0 L, 8 cyl, Automatic (S8), Supercharger",18MPG1624combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,24,5.6 gal/100 mi,,3650,103200,16.5 barrels/yr,481 grams/mile,333,Regular Gasoline,2022,Jaguar,"F-Type R AWD Coupe 5.0 L, 8 cyl, Automatic (S8), Supercharger",Yes
814,814,"BMW M4 Competition M xDrive Convertible 3.0 L, 6 cyl, Automatic (S8), Turbo",18MPG1623combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,23,5.6 gal/100 mi,,3650,86500,16.5 barrels/yr,484 grams/mile,281,Regular Gasoline,2022,BMW,"M4 Competition M xDrive Convertible 3.0 L, 6 cyl, Automatic (S8), Turbo",Yes
815,815,"Genesis G90 AWD 5.0 L, 8 cyl, Automatic (S8)",18MPG1623combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,23,5.6 gal/100 mi,,3650,81200,16.5 barrels/yr,488 grams/mile,394,Regular Gasoline,2022,Genesis,"G90 AWD 5.0 L, 8 cyl, Automatic (S8)",Yes
816,816,"BMW M3 Competition M xDrive Sedan 3.0 L, 6 cyl, Automatic (S8), Turbo",18MPG1622combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,22,5.6 gal/100 mi,,3650,77100,16.5 barrels/yr,477 grams/mile,281,Regular Gasoline,2022,BMW,"M3 Competition M xDrive Sedan 3.0 L, 6 cyl, Automatic (S8), Turbo",Yes
817,817,"BMW M4 Competition M xDrive Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo",18MPG1622combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,22,5.6 gal/100 mi,,3650,79000,16.5 barrels/yr,477 grams/mile,281,Regular Gasoline,2022,BMW,"M4 Competition M xDrive Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo",Yes
818,818,"BMW X5 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",18MPG1622combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,22,5.6 gal/100 mi,,3650,82800,16.5 barrels/yr,485 grams/mile,394,Regular Gasoline,2022,BMW,"X5 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",Yes
819,819,"BMW X6 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",18MPG1622combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,22,5.6 gal/100 mi,,3650,86250,16.5 barrels/yr,485 grams/mile,394,Regular Gasoline,2022,BMW,"X6 M50i 4.4 L, 8 cyl, Automatic (S8), Turbo",Yes
820,820,"Ford Expedition 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",18MPG1622combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,22,5.6 gal/100 mi,,2950,82610,16.5 barrels/yr,484 grams/mile,418,Regular Gasoline,2022,Ford,"Expedition 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",No
821,821,"Lincoln Navigator 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",18MPG1622combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,22,5.6 gal/100 mi,,2950,109680,16.5 barrels/yr,498 grams/mile,425,Regular Gasoline,2022,Lincoln,"Navigator 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",Yes
822,822,"Maserati Levante GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",18MPG1622combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,22,5.6 gal/100 mi,,3650,79400,16.5 barrels/yr,495 grams/mile,380,Regular Gasoline,2022,Maserati,"Levante GT 3.0 L, 6 cyl, Automatic 8-spd, Turbo",Yes
823,823,"Maserati Levante Modena 3.0 L, 6 cyl, Automatic 8-spd, Turbo",18MPG1622combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,22,5.6 gal/100 mi,,3650,90400,16.5 barrels/yr,495 grams/mile,380,Regular Gasoline,2022,Maserati,"Levante Modena 3.0 L, 6 cyl, Automatic 8-spd, Turbo",Yes
824,824,"Porsche Cayenne S 2.9 L, 6 cyl, Automatic (S8), Turbo",18MPG1622combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,22,5.6 gal/100 mi,,3650,93400,16.5 barrels/yr,494 grams/mile,427,Regular Gasoline,2022,Porsche,"Cayenne S 2.9 L, 6 cyl, Automatic (S8), Turbo",Yes
825,825,"Chevrolet Silverado 2WD 5.3 L, 8 cyl, Automatic 8-spd",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,2950,59000,16.5 barrels/yr,505 grams/mile,432,Regular Gasoline,2022,Chevrolet,"Silverado 2WD 5.3 L, 8 cyl, Automatic 8-spd",No
826,826,"Chevrolet Silverado 2WD 5.3 L, 8 cyl, Automatic 8-spd",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,2950,59000,16.5 barrels/yr,502 grams/mile,432,Regular Gasoline,2022,Chevrolet,"Silverado 2WD 5.3 L, 8 cyl, Automatic 8-spd",No
827,827,"Chevrolet Silverado 2WD 5.3 L, 8 cyl, Automatic 10-spd",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,2950,59000,16.5 barrels/yr,489 grams/mile,432,Regular Gasoline,2022,Chevrolet,"Silverado 2WD 5.3 L, 8 cyl, Automatic 10-spd",No
828,828,"Chevrolet Silverado 2WD 5.3 L, 8 cyl, Automatic 10-spd",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,2950,59000,16.5 barrels/yr,484 grams/mile,432,Regular Gasoline,2022,Chevrolet,"Silverado 2WD 5.3 L, 8 cyl, Automatic 10-spd",No
829,829,"Ford Expedition 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,2950,82610,16.5 barrels/yr,494 grams/mile,418,Regular Gasoline,2022,Ford,"Expedition 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",No
830,830,"GMC Sierra 2WD 5.3 L, 8 cyl, Automatic 8-spd",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,2950,62800,16.5 barrels/yr,506 grams/mile,432,Regular Gasoline,2022,GMC,"Sierra 2WD 5.3 L, 8 cyl, Automatic 8-spd",No
831,831,"GMC Sierra 2WD 5.3 L, 8 cyl, Automatic 8-spd",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,2950,62800,16.5 barrels/yr,503 grams/mile,432,Regular Gasoline,2022,GMC,"Sierra 2WD 5.3 L, 8 cyl, Automatic 8-spd",No
832,832,"GMC Sierra 2WD 5.3 L, 8 cyl, Automatic 10-spd",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,2950,62800,16.5 barrels/yr,491 grams/mile,432,Regular Gasoline,2022,GMC,"Sierra 2WD 5.3 L, 8 cyl, Automatic 10-spd",No
833,833,"GMC Sierra 2WD 5.3 L, 8 cyl, Automatic 10-spd",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,2950,62800,16.5 barrels/yr,484 grams/mile,432,Regular Gasoline,2022,GMC,"Sierra 2WD 5.3 L, 8 cyl, Automatic 10-spd",No
834,834,"Land Rover New Range Rover 4.4 L, 8 cyl, Automatic (S8), Turbo",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,3650,0,16.5 barrels/yr,508 grams/mile,495,Regular Gasoline,2022,Land Rover,"New Range Rover 4.4 L, 8 cyl, Automatic (S8), Turbo",Yes
835,835,"Land Rover New Range Rover LWB 4.4 L, 8 cyl, Automatic (S8), Turbo",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,3650,0,16.5 barrels/yr,505 grams/mile,495,Regular Gasoline,2022,Land Rover,"New Range Rover LWB 4.4 L, 8 cyl, Automatic (S8), Turbo",Yes
836,836,"Land Rover Range Rover 5.0 L, 8 cyl, Automatic (S8), Supercharger",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,3650,158200,16.5 barrels/yr,491 grams/mile,495,Regular Gasoline,2022,Land Rover,"Range Rover 5.0 L, 8 cyl, Automatic (S8), Supercharger",Yes
837,837,"Land Rover Range Rover LWB 5.0 L, 8 cyl, Automatic (S8), Supercharger",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,3650,163500,16.5 barrels/yr,491 grams/mile,495,Regular Gasoline,2022,Land Rover,"Range Rover LWB 5.0 L, 8 cyl, Automatic (S8), Supercharger",Yes
838,838,"Nissan Titan 2WD 5.6 L, 8 cyl, Automatic (S9)",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,3650,57500,16.5 barrels/yr,503 grams/mile,468,Regular Gasoline,2022,Nissan,"Titan 2WD 5.6 L, 8 cyl, Automatic (S9)",No
839,839,"Porsche Cayenne S Coupe 2.9 L, 6 cyl, Automatic (S8), Turbo",18MPG1621combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,21,5.6 gal/100 mi,,3650,95600,16.5 barrels/yr,490 grams/mile,427,Regular Gasoline,2022,Porsche,"Cayenne S Coupe 2.9 L, 6 cyl, Automatic (S8), Turbo",Yes
840,840,"Chevrolet Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",18MPG1620combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,20,5.6 gal/100 mi,,2950,62800,16.5 barrels/yr,506 grams/mile,432,Regular Gasoline,2022,Chevrolet,"Silverado 4WD 5.3 L, 8 cyl, Automatic 10-spd",No
841,841,"Ford F150 Pickup Tremor 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",18MPG1620combined city/hwycityhwy5.6 gal/100 mi,18,MPG,16,20,5.6 gal/100 mi,,2950,0,16.5 barrels/yr,498 grams/mile,468,Regular Gasoline,2022,Ford,"F150 Pickup Tremor 4WD 3.5 L, 6 cyl, Automatic (S10), Turbo",No
