Vehicle,Blank1,All_MPG,Blank2,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Blank3,Text1,Text_city,Text_hwy,Fuel_Rate,Text2,Blank4,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range
"2022 Kia Sportage AWD 2.4 L, 4 cyl, Automatic (S6), Regular Gasoline",,23MPG2226combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,22,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$25,590 – $35,250",12.9 barrels/yr,389 grams/mile, 377 milesTotal Range
"2022 Jeep Wrangler 2dr 4WD 2.0 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,23MPG2224combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,22,24,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$29,995 – $42,000",12.9 barrels/yr,388 grams/mile, 402 milesTotal Range
"2022 Audi S5 Cabriolet 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,23MPG2128combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$63,400 – $71,500",12.9 barrels/yr,375 grams/mile, 352 milesTotal Range
"2022 Ford Edge AWD 2.0 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,23MPG2128combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$37,945 – $46,485",12.9 barrels/yr,380 grams/mile, 426 milesTotal Range
"2022 Acura RDX AWD 2.0 L, 4 cyl, Automatic (S10), Turbo, Premium Gasoline",,23MPG2127combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$42,800 – $53,800",12.9 barrels/yr,385 grams/mile, 393 milesTotal Range
"2022 Cadillac XT5 AWD 2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",,23MPG2127combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$45,995 – $55,895",12.9 barrels/yr,386 grams/mile, 506 milesTotal Range
"2022 Cadillac XT6 FWD 2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",,23MPG2127combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$48,595 – $52,995",12.9 barrels/yr,386 grams/mile, 437 milesTotal Range
"2022 Hyundai Santa Cruz AWD 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,23MPG2127combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$25,940 – $40,170",12.9 barrels/yr,382 grams/mile, 407 milesTotal Range
"2022 Mercedes-Benz GLC300 4matic Coupe 2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,23MPG2127combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$52,500",12.9 barrels/yr,383 grams/mile, 400 milesTotal Range
"2022 Nissan Pathfinder 4WD 3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",,23MPG2127combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,20.2,,"$2,300","$36,540 – $42,440",12.9 barrels/yr,384 grams/mile, 426 milesTotal Range
"2022 Porsche 718 Boxster T 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,23MPG2127combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$71,700",12.9 barrels/yr,380 grams/mile, 327 milesTotal Range
"2022 Porsche 718 Cayman T 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,23MPG2127combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$69,600",12.9 barrels/yr,380 grams/mile, 327 milesTotal Range
"2022 Subaru Ascent 2.4 L, 4 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,23MPG2127combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$32,795 – $35,295",12.9 barrels/yr,384 grams/mile, 444 milesTotal Range
"2022 Acura RDX AWD A-SPEC 2.0 L, 4 cyl, Automatic (S10), Turbo, Premium Gasoline",,23MPG2126combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$48,450 – $52,600",12.9 barrels/yr,388 grams/mile, 393 milesTotal Range
"2022 Cadillac XT6 AWD 2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",,23MPG2126combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$50,595 – $58,295",12.9 barrels/yr,386 grams/mile, 506 milesTotal Range
"2022 Ford Bronco Sport 4WD 2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,23MPG2126combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$28,815 – $36,590",12.9 barrels/yr,387 grams/mile, 368 milesTotal Range
"2022 Ford Ranger 2WD 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,23MPG2126combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$25,980 – $36,030",12.9 barrels/yr,387 grams/mile, 414 milesTotal Range
"2022 Hyundai Santa Cruz FWD 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,23MPG2126combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$24,440 – $27,640",12.9 barrels/yr,385 grams/mile, 407 milesTotal Range
"2022 Infiniti QX60 FWD 3.5 L, 6 cyl, Automatic (S9), Premium Gasoline",,23MPG2126combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$47,850 – $61,350",12.9 barrels/yr,391 grams/mile, 448 milesTotal Range
"2022 Lincoln Nautilus FWD 2.0 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,23MPG2126combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$44,090 – $50,505",12.9 barrels/yr,384 grams/mile, 414 milesTotal Range
"2022 Lincoln Nautilus FWD 2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,23MPG2126combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$44,090 – $50,505",12.9 barrels/yr,387 grams/mile, 414 milesTotal Range
"2022 Nissan Pathfinder 2WD 3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",,23MPG2126combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$34,640 – $40,540",12.9 barrels/yr,386 grams/mile, 426 milesTotal Range
"2022 Genesis GV80 RWD 2.5 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,23MPG2125combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,25,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$50,200",12.9 barrels/yr,394 grams/mile, 485 milesTotal Range
"2022 Volkswagen Atlas 2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,23MPG2125combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,25,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$34,335 – $40,255",12.9 barrels/yr,387 grams/mile, 428 milesTotal Range
"2022 Volkswagen Atlas Cross Sport 2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,23MPG2125combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,21,25,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$33,635 – $39,555",12.9 barrels/yr,391 grams/mile, 428 milesTotal Range
"2022 Hyundai Elantra N 2.0 L, 4 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,23MPG2030combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,30,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$24,350 – $33,650",12.9 barrels/yr,388 grams/mile, 285 milesTotal Range
"2022 Audi RS 3 2.5 L, 5 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,23MPG2029combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,29,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$58,900",12.9 barrels/yr,383 grams/mile, 334 milesTotal Range
