Vehicle,Blank1,All_MPG,Blank2,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Blank3,Text1,Text_city,Text_hwy,Fuel_Rate,Text2,Blank4,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range
"2022 Audi TT RS Coupe 2.5 L, 5 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,23MPG2029combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,29,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$73,200",12.9 barrels/yr,377 grams/mile, 334 milesTotal Range
"2022 Cadillac CT4 V 2.7 L, 4 cyl, Automatic (S10), Turbo, Premium Gasoline",,23MPG2029combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,29,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$45,895",12.9 barrels/yr,385 grams/mile, 391 milesTotal Range
"2022 Infiniti Q50 3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",,23MPG2029combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,29,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$42,100 – $47,800",12.9 barrels/yr,388 grams/mile, 460 milesTotal Range
"2022 Jeep Cherokee FWD 3.2 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,23MPG2029combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,29,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$29,995 – $34,895",12.9 barrels/yr,387 grams/mile, 363 milesTotal Range
"2022 Cadillac CT4 V AWD 2.7 L, 4 cyl, Automatic (S10), Turbo, Premium Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850", ,12.9 barrels/yr,386 grams/mile, 391 milesTotal Range
"2022 Ford Edge AWD 2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$37,945 – $46,485",12.9 barrels/yr,388 grams/mile, 426 milesTotal Range
"2022 Ford Explorer RWD 2.3 L, 4 cyl, Automatic 10-spd, Turbo, Regular Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$35,510 – $53,775",12.9 barrels/yr,386 grams/mile, 412 milesTotal Range
"2022 Ford Mustang Convertible 2.3 L, 4 cyl, Automatic 10-spd, Turbo, Regular Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$32,970 – $48,565",12.9 barrels/yr,386 grams/mile, 366 milesTotal Range
"2022 Ford Mustang Convertible 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$32,970 – $48,565",12.9 barrels/yr,386 grams/mile, 366 milesTotal Range
"2022 Genesis G70 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$39,875 – $54,750",12.9 barrels/yr,385 grams/mile, 363 milesTotal Range
"2022 Kia Sportage FWD 2.0 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$24,090 – $33,750",12.9 barrels/yr,392 grams/mile, 377 milesTotal Range
"2022 Lexus IS 350 3.5 L, 6 cyl, Automatic (S8), Premium Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$43,550",12.9 barrels/yr,385 grams/mile, 400 milesTotal Range
"2022 Lexus RC 350 3.5 L, 6 cyl, Automatic (S8), Premium Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$45,750 – $50,220",12.9 barrels/yr,385 grams/mile, 400 milesTotal Range
"2022 Mercedes-Benz AMG CLA45 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo, Premium Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$55,900",12.9 barrels/yr,392 grams/mile, 310 milesTotal Range
"2022 Nissan Murano AWD 3.5 L, 6 cyl, Automatic (AV-S7), Regular Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$35,010 – $46,560",12.9 barrels/yr,392 grams/mile, 437 milesTotal Range
"2022 Nissan Murano FWD 3.5 L, 6 cyl, Automatic (AV-S7), Regular Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$33,310 – $44,860",12.9 barrels/yr,387 grams/mile, 437 milesTotal Range
"2022 Toyota Highlander 3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$35,855 – $48,010",12.9 barrels/yr,389 grams/mile, 412 milesTotal Range
"2022 Volkswagen Golf-R 2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$44,090 – $44,890",12.9 barrels/yr,382 grams/mile, 304 milesTotal Range
"2022 Volvo XC90 T5 AWD 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,23MPG2028combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,28,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$53,400",12.9 barrels/yr,380 grams/mile, 432 milesTotal Range
"2022 BMW 740i xDrive Sedan 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,23MPG2027combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850", ,12.9 barrels/yr,388 grams/mile, 474 milesTotal Range
"2022 BMW 840i xDrive Convertible 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,23MPG2027combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$97,300",12.9 barrels/yr,388 grams/mile, 414 milesTotal Range
"2022 BMW 840i xDrive Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,23MPG2027combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$87,900",12.9 barrels/yr,388 grams/mile, 414 milesTotal Range
"2022 BMW 840i xDrive Gran Coupe 3.0 L, 6 cyl, Automatic (S8), Turbo, Premium Gasoline",,23MPG2027combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$87,900",12.9 barrels/yr,388 grams/mile, 414 milesTotal Range
"2022 Ford Explorer AWD 2.3 L, 4 cyl, Automatic 10-spd, Turbo, Regular Gasoline",,23MPG2027combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$37,510 – $55,775",12.9 barrels/yr,387 grams/mile, 412 milesTotal Range
"2022 Ford Mustang Convertible 2.3 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",,23MPG2027combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$32,970 – $48,565",12.9 barrels/yr,386 grams/mile, 366 milesTotal Range
"2022 Ford Mustang HO Coupe 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,23MPG2027combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300", ,12.9 barrels/yr,386 grams/mile, 366 milesTotal Range
"2022 Honda Pilot FWD 3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",,23MPG2027combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$38,080 – $45,170",12.9 barrels/yr,388 grams/mile, 448 milesTotal Range
"2022 Hyundai Kona N 2.0 L, 4 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,23MPG2027combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$34,200",12.9 barrels/yr,396 grams/mile, 304 milesTotal Range
"2022 Lexus RX 350 3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",,23MPG2027combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$45,920 – $51,800",12.9 barrels/yr,391 grams/mile, 442 milesTotal Range
"2022 Toyota Highlander AWD 3.5 L, 6 cyl, Automatic (S8), Regular Gasoline",,23MPG2027combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,27,,combined city/hwy,city,hwy,4.3 gal/100 mi,19.7,,"$2,300","$37,455 – $49,960",12.9 barrels/yr,387 grams/mile, 412 milesTotal Range
"2022 Jaguar E-Pace 2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",,23MPG2026combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$40,995 – $45,995",12.9 barrels/yr,398 grams/mile, 407 milesTotal Range
"2022 Kia Telluride FWD 3.8 L, 6 cyl, Automatic (S8), Regular Gasoline",,23MPG2026combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$33,390 – $43,290",12.9 barrels/yr,395 grams/mile, 432 milesTotal Range
"2022 Land Rover Range Rover Velar 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,23MPG2026combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,850","$57,200 – $59,200",12.9 barrels/yr,393 grams/mile,Range not available
"2022 Mazda CX-9 4WD 2.5 L, 4 cyl, Automatic (S6), Turbo, Regular Gasoline",,23MPG2026combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,20,26,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$35,630 – $47,560",12.9 barrels/yr,392 grams/mile, 448 milesTotal Range
"2022 Chrysler 300 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,23MPG1930combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,19,30,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$33,545 – $45,350",12.9 barrels/yr,389 grams/mile, 426 milesTotal Range
"2022 Dodge Challenger 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,23MPG1930combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,19,30,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$30,430 – $45,055",12.9 barrels/yr,389 grams/mile, 426 milesTotal Range
"2022 Dodge Charger 3.6 L, 6 cyl, Automatic 8-spd, Regular Gasoline",,23MPG1930combined city/hwycityhwy4.3 gal/100 mi,,23,MPG,19,30,,combined city/hwy,city,hwy,4.3 gal/100 mi,NA,,"$2,300","$32,500 – $47,385",12.9 barrels/yr,389 grams/mile, 426 milesTotal Range
"2022 Genesis GV80 AWD 2.5 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,22MPG2125combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,21,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$56,100 – $77,200",13.5 barrels/yr,401 grams/mile, 464 milesTotal Range
"2022 Jeep Wrangler 4dr 4WD 2.0 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,22MPG2124combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,21,24,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$34,045 – $79,595",13.5 barrels/yr,404 grams/mile, 473 milesTotal Range
"2022 Ford Mustang HO Coupe 2.3 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",,22MPG2027combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400", ,13.5 barrels/yr,396 grams/mile, 350 milesTotal Range
"2022 Ford Transit Connect USPS 2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",,22MPG2027combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400", ,13.5 barrels/yr,396 grams/mile,Range not available
"2022 Hyundai Veloster N 2.0 L, 4 cyl, Automatic (AM-S8), Turbo, Premium Gasoline",,22MPG2027combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$32,500 – $34,000",13.5 barrels/yr,400 grams/mile, 290 milesTotal Range
"2022 Infiniti Q60 Red Sport 3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",,22MPG2027combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$58,200",13.5 barrels/yr,405 grams/mile, 440 milesTotal Range
"2022 Land Rover Range Rover Evoque 2.0 L, 4 cyl, Automatic (S9), Turbo, Premium Gasoline",,22MPG2027combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$44,700 – $55,000",13.5 barrels/yr,398 grams/mile, 389 milesTotal Range
"2022 Mercedes-Benz AMG GLB35 4matic 2.0 L, 4 cyl, Automatic (AM8), Turbo, Premium Gasoline",,22MPG2027combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$49,950",13.5 barrels/yr,396 grams/mile, 350 milesTotal Range
"2022 Subaru BRZ 2.4 L, 4 cyl, Manual 6-spd, Premium Gasoline",,22MPG2027combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$27,995 – $32,295",13.5 barrels/yr,398 grams/mile,Range not available
"2022 Toyota GR 86 2.4 L, 4 cyl, Manual 6-spd, Premium Gasoline",,22MPG2027combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$27,700 – $31,800",13.5 barrels/yr,396 grams/mile, 273 milesTotal Range
"2022 Ford Explorer AWD 2.3 L, 4 cyl, Automatic 10-spd, Turbo, Regular Gasoline",,22MPG2026combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$37,510 – $55,775",13.5 barrels/yr,404 grams/mile, 394 milesTotal Range
"2022 Ford F150 Pickup 2WD 2.7 L, 6 cyl, Automatic (S10), Turbo, Regular Gasoline",,22MPG2026combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$30,870 – $76,975",13.5 barrels/yr,404 grams/mile, 506 - 572 milesTotal Range
"2022 Ford Ranger 2WD 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,22MPG2026combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$25,980 – $36,030",13.5 barrels/yr,397 grams/mile, 396 milesTotal Range
"2022 Ford Transit Connect Van FWD 2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",,22MPG2026combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$29,365 – $31,540",13.5 barrels/yr,401 grams/mile, 348 milesTotal Range
"2022 Ford Transit Connect Wagon LWB FWD 2.5 L, 4 cyl, Automatic (S6), Regular Gasoline",,22MPG2026combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$30,365 – $33,975",13.5 barrels/yr,404 grams/mile, 348 milesTotal Range
"2022 Infiniti Q50 Red Sport 3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",,22MPG2026combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$55,950",13.5 barrels/yr,403 grams/mile, 440 milesTotal Range
"2022 Porsche 718 Boxster 2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,22MPG2026combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$62,600",13.5 barrels/yr,394 grams/mile, 312 milesTotal Range
"2022 Porsche 718 Boxster T 2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,22MPG2026combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$71,700",13.5 barrels/yr,394 grams/mile, 312 milesTotal Range
"2022 Porsche 718 Cayman 2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,22MPG2026combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$60,500",13.5 barrels/yr,394 grams/mile, 312 milesTotal Range
"2022 Porsche 718 Cayman T 2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,22MPG2026combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$69,600",13.5 barrels/yr,394 grams/mile, 312 milesTotal Range
"2022 Subaru Ascent Limited/Touring/Onyx AWD 2.4 L, 4 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,22MPG2026combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,26,,combined city/hwy,city,hwy,4.5 gal/100 mi,20.9,,"$2,400","$38,495 – $45,945",13.5 barrels/yr,401 grams/mile, 425 milesTotal Range
"2022 Audi Q7 quattro 2.0 L, 4 cyl, Automatic (S8), Turbo, Premium Gasoline",,22MPG2025combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$57,500 – $73,300",13.5 barrels/yr,406 grams/mile, 495 milesTotal Range
"2022 Honda Passport FWD 3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",,22MPG2025combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$38,370",13.5 barrels/yr,405 grams/mile, 429 milesTotal Range
"2022 Infiniti QX60 AWD 3.5 L, 6 cyl, Automatic (S9), Premium Gasoline",,22MPG2025combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$49,850 – $64,250",13.5 barrels/yr,407 grams/mile, 429 milesTotal Range
"2022 Lincoln Nautilus AWD 2.0 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,22MPG2025combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$46,590 – $66,710",13.5 barrels/yr,404 grams/mile, 396 milesTotal Range
"2022 Lincoln Nautilus AWD 2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,22MPG2025combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$46,590 – $66,710",13.5 barrels/yr,404 grams/mile, 396 milesTotal Range
"2022 Mercedes-Benz Metris (US Postal Long) 2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,22MPG2025combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950", ,13.5 barrels/yr,410 grams/mile, 407 milesTotal Range
"2022 Mercedes-Benz Metris (US Postal) 2.0 L, 4 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,22MPG2025combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950", ,13.5 barrels/yr,410 grams/mile, 407 milesTotal Range
"2022 Nissan Pathfinder 4WD Platinum 3.5 L, 6 cyl, Automatic (S9), Regular Gasoline",,22MPG2025combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,25,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$49,040",13.5 barrels/yr,399 grams/mile, 407 milesTotal Range
"2022 Ford Ranger 4WD 2.3 L, 4 cyl, Automatic (S10), Turbo, Regular Gasoline",,22MPG2024combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,24,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$29,835 – $39,730",13.5 barrels/yr,411 grams/mile, 396 milesTotal Range
"2022 Volkswagen Atlas 4motion 2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,22MPG2024combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,24,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$36,235 – $51,505",13.5 barrels/yr,411 grams/mile, 409 milesTotal Range
"2022 Volkswagen Atlas Cross Sport 4motion 2.0 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,22MPG2024combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,20,24,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$35,535 – $50,805",13.5 barrels/yr,406 grams/mile, 409 milesTotal Range
"2022 Chevrolet Camaro 2.0 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,22MPG1929combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,29,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950", ,13.5 barrels/yr,385 grams/mile, 418 milesTotal Range
"2022 Chrysler Pacifica 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,22MPG1928combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,28,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$37,095 – $54,045",13.5 barrels/yr,401 grams/mile, 418 milesTotal Range
"2022 Chrysler Voyager 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,22MPG1928combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,28,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400", ,13.5 barrels/yr,401 grams/mile,Range not available
"2022 Honda Odyssey 3.5 L, 6 cyl, Automatic (S10), Regular Gasoline",,22MPG1928combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,28,,combined city/hwy,city,hwy,4.5 gal/100 mi,18.9,,"$2,400","$33,040 – $48,770",13.5 barrels/yr,394 grams/mile, 429 milesTotal Range
"2022 Infiniti Q60 3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",,22MPG1928combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,28,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$41,750 – $50,300",13.5 barrels/yr,404 grams/mile, 440 milesTotal Range
"2022 Mercedes-Benz AMG C43 4matic Convertible 3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,22MPG1928combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,28,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$67,000",13.5 barrels/yr,402 grams/mile, 383 milesTotal Range
"2022 Mercedes-Benz AMG C43 4matic Coupe 3.0 L, 6 cyl, Automatic 9-spd, Turbo, Premium Gasoline",,22MPG1928combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,28,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$60,500",13.5 barrels/yr,406 grams/mile, 383 milesTotal Range
"2022 Cadillac CT5 3.0 L, 6 cyl, Automatic (S10), Turbo, Premium Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$37,295 – $42,995",13.5 barrels/yr,405 grams/mile, 374 milesTotal Range
"2022 Chevrolet Blazer FWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$33,400 – $41,100",13.5 barrels/yr,405 grams/mile, 427 milesTotal Range
"2022 GMC Acadia FWD 3.6 L, 6 cyl, Automatic 9-spd, Regular Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,400","$34,800 – $46,600",13.5 barrels/yr,405 grams/mile, 418 milesTotal Range
"2022 Hyundai Santa Cruz AWD 2.5 L, 4 cyl, Automatic (AM-S8), Turbo, Regular Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,27.8,,"$2,400","$25,940 – $40,170",13.5 barrels/yr,403 grams/mile, 389 milesTotal Range
"2022 Infiniti Q50 AWD 3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$44,100 – $49,800",13.5 barrels/yr,403 grams/mile, 440 milesTotal Range
"2022 Infiniti Q60 AWD 3.0 L, 6 cyl, Automatic (S7), Turbo, Premium Gasoline",,22MPG1927combined city/hwycityhwy4.5 gal/100 mi,,22,MPG,19,27,,combined city/hwy,city,hwy,4.5 gal/100 mi,NA,,"$2,950","$43,750 – $52,300",13.5 barrels/yr,403 grams/mile, 440 milesTotal Range
