Vehicle,Blank1,All_MPG,Blank2,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Blank3,Text1,Text_city,Text_hwy,Fuel_Rate,Text2,Blank4,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range,EngineType
"2022 Audi e-tron S Sportback (21/22 inch wheels)Automatic (A1), Electricity",,65MPGe6466combined city/hwycityhwy52 kWh/100 mi,,65,MPGe,64,66,,combined city/hwy,city,hwy,52 kWh/100 mi,NA ,,"$1,100","$87,400– $92,400",.1 barrels/yr,0 grams/mile, 185 milesTotal Range,Electric Vehicle
"2022 Audi e-tron S (21/22 inch wheels)Automatic (A1), Electricity",,63MPGe6264combined city/hwycityhwy53 kWh/100 mi,,63,MPGe,62,64,,combined city/hwy,city,hwy,53 kWh/100 mi,NA ,,"$1,100", ,.1 barrels/yr,0 grams/mile, 181 milesTotal Range,Electric Vehicle
"2022 Mitsubishi Mirage 1.2 L, 3 cyl, Automatic (variable gear ratios), Regular Gasoline",,39MPG3643combined city/hwycityhwy2.6 gal/100 mi,,39,MPG,36,43,,combined city/hwy,city,hwy,2.6 gal/100 mi,,,"$1,350","$14,645 – $17,895",7.6 barrels/yr,227 grams/mile, 359 milesTotal Range,Regular Gasoline
"2022 Mitsubishi Mirage G4 1.2 L, 3 cyl, Automatic (variable gear ratios), Regular Gasoline",,37MPG3541combined city/hwycityhwy2.7 gal/100 mi,,37,MPG,35,41,,combined city/hwy,city,hwy,2.7 gal/100 mi,,,"$1,450","$15,645 – $18,695",8.0 barrels/yr,235 grams/mile, 340 milesTotal Range,Regular Gasoline
"2022 Hyundai Elantra 2.0 L, 4 cyl, Automatic (AV-S1), Regular Gasoline",,37MPG3343combined city/hwycityhwy2.7 gal/100 mi,,37,MPG,33,43,,combined city/hwy,city,hwy,2.7 gal/100 mi,,,"$1,450","$20,200 – $25,950",8.0 barrels/yr,244 grams/mile, 459 milesTotal Range,Regular Gasoline
"2022 Honda Civic 4Dr 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,36MPG3342combined city/hwycityhwy2.8 gal/100 mi,,36,MPG,33,42,,combined city/hwy,city,hwy,2.8 gal/100 mi,,,"$1,500","$22,550 – $29,150",8.3 barrels/yr,243 grams/mile, 446 milesTotal Range,Regular Gasoline
"2022 Hyundai Accent 1.6 L, 4 cyl, Automatic (AV-S1), Regular Gasoline",,36MPG3341combined city/hwycityhwy2.8 gal/100 mi,,36,MPG,33,41,,combined city/hwy,city,hwy,2.8 gal/100 mi,,,"$1,500","$16,645 – $19,600",8.3 barrels/yr,248 grams/mile, 428 milesTotal Range,Regular Gasoline
"2022 Kia Rio 1.6 L, 4 cyl, Automatic (AV-S1), Regular Gasoline",,36MPG3341combined city/hwycityhwy2.8 gal/100 mi,,36,MPG,33,41,,combined city/hwy,city,hwy,2.8 gal/100 mi,,,"$1,500","$16,450 – $17,390",8.3 barrels/yr,250 grams/mile, 428 milesTotal Range,Regular Gasoline
"2022 Mitsubishi Mirage 1.2 L, 3 cyl, Manual 5-spd, Regular Gasoline",,36MPG3341combined city/hwycityhwy2.8 gal/100 mi,,36,MPG,33,41,,combined city/hwy,city,hwy,2.8 gal/100 mi,,,"$1,500","$14,645 – $17,895",8.3 barrels/yr,242 grams/mile, 331 milesTotal Range,Regular Gasoline
"2022 Mitsubishi Mirage G4 1.2 L, 3 cyl, Manual 5-spd, Regular Gasoline",,35MPG3340combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,33,40,,combined city/hwy,city,hwy,2.9 gal/100 mi,,,"$1,500","$15,645 – $18,695",8.5 barrels/yr,252 grams/mile, 322 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla Hatchback 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,35MPG3241combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,32,41,,combined city/hwy,city,hwy,2.9 gal/100 mi,,,"$1,500","$21,165 – $23,165",8.5 barrels/yr,251 grams/mile, 462 milesTotal Range,Regular Gasoline
"2022 Nissan Versa 1.6 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,35MPG3240combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,32,40,,combined city/hwy,city,hwy,2.9 gal/100 mi,,,"$1,500","$15,580 – $18,990",8.5 barrels/yr,254 grams/mile, 378 milesTotal Range,Regular Gasoline
"2022 Hyundai Elantra 2.0 L, 4 cyl, Automatic (AV-S1), Regular Gasoline",,35MPG3141combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,31,41,,combined city/hwy,city,hwy,2.9 gal/100 mi,45.7,,"$1,500","$20,200 – $25,950",8.5 barrels/yr,257 grams/mile, 434 milesTotal Range,Regular Gasoline
"2022 Kia Forte FE 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,35MPG3141combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,31,41,,combined city/hwy,city,hwy,2.9 gal/100 mi,,,"$1,500","$19,090",8.5 barrels/yr,256 grams/mile, 490 milesTotal Range,Regular Gasoline
"2022 Volkswagen Jetta 1.5 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,35MPG3141combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,31,41,,combined city/hwy,city,hwy,2.9 gal/100 mi,,,"$1,500","$20,365 – $22,065",8.5 barrels/yr,256 grams/mile, 462 milesTotal Range,Regular Gasoline
"2022 Honda Civic 4Dr 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,35MPG3140combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,31,40,,combined city/hwy,city,hwy,2.9 gal/100 mi,,,"$1,500","$22,550 – $29,150",8.5 barrels/yr,254 grams/mile, 434 milesTotal Range,Regular Gasoline
"2022 Honda Civic 5Dr 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,35MPG3139combined city/hwycityhwy2.9 gal/100 mi,,35,MPG,31,39,,combined city/hwy,city,hwy,2.9 gal/100 mi,,,"$1,500","$23,550 – $30,050",8.5 barrels/yr,258 grams/mile, 434 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,34MPG3140combined city/hwycityhwy2.9 gal/100 mi,,34,MPG,31,40,,combined city/hwy,city,hwy,2.9 gal/100 mi,35.3,,"$1,550","$20,425 – $23,575",8.8 barrels/yr,257 grams/mile, 449 milesTotal Range,Regular Gasoline
"2022 Honda Civic 4Dr 1.5 L, 4 cyl, Automatic (AV-S7), Turbo, Regular Gasoline",,34MPG3138combined city/hwycityhwy2.9 gal/100 mi,,34,MPG,31,38,,combined city/hwy,city,hwy,2.9 gal/100 mi,26.5,,"$1,550","$22,550 – $29,150",8.8 barrels/yr,260 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla APEX 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,34MPG3138combined city/hwycityhwy2.9 gal/100 mi,,34,MPG,31,38,,combined city/hwy,city,hwy,2.9 gal/100 mi,,,"$1,550","$25,570 – $28,710",8.8 barrels/yr,265 grams/mile, 449 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla XSE 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,34MPG3138combined city/hwycityhwy2.9 gal/100 mi,,34,MPG,31,38,,combined city/hwy,city,hwy,2.9 gal/100 mi,,,"$1,550","$26,325",8.8 barrels/yr,265 grams/mile, 449 milesTotal Range,Regular Gasoline
"2022 Volkswagen Jetta 1.5 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",,34MPG2943combined city/hwycityhwy2.9 gal/100 mi,,34,MPG,29,43,,combined city/hwy,city,hwy,2.9 gal/100 mi,,,"$1,550","$20,365 – $22,065",8.8 barrels/yr,259 grams/mile, 449 milesTotal Range,Regular Gasoline
"2022 Nissan Kicks 1.6 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG3136combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,31,36,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$19,990 – $22,550",9.0 barrels/yr,269 grams/mile, 356 milesTotal Range,Regular Gasoline
"2022 Chevrolet Spark 1.4 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG3038combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$13,600 – $18,100",9.0 barrels/yr,266 grams/mile, 297 milesTotal Range,Regular Gasoline
"2022 Honda Accord 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,33MPG3038combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$26,520 – $32,840",9.0 barrels/yr,268 grams/mile, 488 milesTotal Range,Regular Gasoline
"2022 Honda Civic 5Dr 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG3038combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,34.8,,"$1,600","$23,550 – $30,050",9.0 barrels/yr,269 grams/mile, 409 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla 1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG3038combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$20,425 – $23,575",9.0 barrels/yr,267 grams/mile, 436 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla Hatchback XSE 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,33MPG3038combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$24,115 – $25,215",9.0 barrels/yr,266 grams/mile, 436 milesTotal Range,Regular Gasoline
"2022 Chevrolet Spark ACTIV 1.4 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG3037combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,37,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$16,600 – $17,700",9.0 barrels/yr,266 grams/mile, 297 milesTotal Range,Regular Gasoline
"2022 Honda Civic 4Dr 2.0 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,33MPG3037combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,37,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$22,550 – $29,150",9.0 barrels/yr,266 grams/mile, 409 milesTotal Range,Regular Gasoline
"2022 Honda Civic 5Dr 1.5 L, 4 cyl, Automatic (AV-S7), Turbo, Regular Gasoline",,33MPG3037combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,37,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$23,550 – $30,050",9.0 barrels/yr,267 grams/mile, 409 milesTotal Range,Regular Gasoline
"2022 Nissan Rogue FWD 1.5 L, 3 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,33MPG3037combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,37,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$27,150 – $28,840",9.0 barrels/yr,271 grams/mile, 478 milesTotal Range,Regular Gasoline
"2022 Volkswagen Jetta SE/SEL 1.5 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,33MPG2940combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,29,40,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$24,095 – $28,095",9.0 barrels/yr,268 grams/mile, 436 milesTotal Range,Regular Gasoline
"2022 Kia Forte 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG2939combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,29,39,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$19,590 – $24,490",9.0 barrels/yr,271 grams/mile, 462 milesTotal Range,Regular Gasoline
"2022 Nissan Sentra 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG2939combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,29,39,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$19,950 – $21,030",9.0 barrels/yr,269 grams/mile, 409 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla 1.8 L, 4 cyl, Manual 6-spd, Regular Gasoline",,33MPG2939combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,29,39,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$20,425 – $23,575",9.0 barrels/yr,271 grams/mile, 436 milesTotal Range,Regular Gasoline
"2022 Chevrolet Spark 1.4 L, 4 cyl, Manual 5-spd, Regular Gasoline",,33MPG2938combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,29,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,,,"$1,600","$13,600 – $18,100",9.0 barrels/yr,273 grams/mile, 297 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla Cross 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,32MPG3133combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,31,33,,combined city/hwy,city,hwy,3.1 gal/100 mi,21.0,,"$1,650","$22,445 – $26,575",9.3 barrels/yr,275 grams/mile, 397 milesTotal Range,Regular Gasoline
"2022 Hyundai Kona FWD 2.0 L, 4 cyl, Automatic (AV-S1), Regular Gasoline",,32MPG3035combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,30,35,,combined city/hwy,city,hwy,3.1 gal/100 mi,33.3,,"$1,650","$21,300 – $28,600",9.3 barrels/yr,281 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Kia K5 1.6 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,32MPG2938combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,38,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$23,790 – $31,190",9.3 barrels/yr,277 grams/mile, 506 milesTotal Range,Regular Gasoline
"2022 MINI Cooper Convertible 1.5 L, 3 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,32MPG2938combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,38,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$2,050","$27,900",9.3 barrels/yr,273 grams/mile, 371 milesTotal Range,Regular Gasoline
"2022 MINI Cooper Hardtop 2 door 1.5 L, 3 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,32MPG2938combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,38,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$2,050","$22,900",9.3 barrels/yr,273 grams/mile, 371 milesTotal Range,Regular Gasoline
"2022 MINI Cooper Hardtop 4 door 1.5 L, 3 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,32MPG2938combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,38,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$2,050","$23,900",9.3 barrels/yr,273 grams/mile, 371 milesTotal Range,Regular Gasoline
"2022 Chevrolet Spark ACTIV 1.4 L, 4 cyl, Manual 5-spd, Regular Gasoline",,32MPG2937combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,37,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$16,600 – $17,700",9.3 barrels/yr,278 grams/mile, 288 milesTotal Range,Regular Gasoline
"2022 Honda Civic 5Dr 2.0 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,32MPG2937combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,37,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$23,550 – $30,050",9.3 barrels/yr,277 grams/mile, 397 milesTotal Range,Regular Gasoline
"2022 Lexus UX 200 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,32MPG2937combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,37,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$33,450 – $38,490",9.3 barrels/yr,271 grams/mile, 397 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla XLE 1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,32MPG2937combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,37,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$24,825",9.3 barrels/yr,274 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Chevrolet Malibu 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,32MPG2936combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,36,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$23,400 – $33,500",9.3 barrels/yr,275 grams/mile, 506 milesTotal Range,Regular Gasoline
"2022 Nissan Rogue FWD SL/Platinum 1.5 L, 3 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,32MPG2936combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,36,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$33,500 – $36,930",9.3 barrels/yr,278 grams/mile, 464 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla 2.0 L, 4 cyl, Manual 6-spd, Regular Gasoline",,32MPG2936combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,36,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$20,425 – $23,575",9.3 barrels/yr,277 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Honda Accord Sport/Touring 1.5 L, 4 cyl, Automatic (AV-S7), Turbo, Regular Gasoline",,32MPG2935combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,35,,combined city/hwy,city,hwy,3.1 gal/100 mi,25.3,,"$1,650","$28,980 – $38,450",9.3 barrels/yr,278 grams/mile, 474 milesTotal Range,Regular Gasoline
"2022 Hyundai Kona FWD 1.6 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",,32MPG2935combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,35,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$21,300 – $28,600",9.3 barrels/yr,284 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Nissan Altima 2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,32MPG2839combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,28,39,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$24,900",9.3 barrels/yr,278 grams/mile, 518 milesTotal Range,Regular Gasoline
"2022 Toyota Camry LE/SE 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,32MPG2839combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,28,39,,combined city/hwy,city,hwy,3.1 gal/100 mi,29.1,,"$1,650","$25,845 – $28,085",9.3 barrels/yr,280 grams/mile, 506 milesTotal Range,Regular Gasoline
"2022 Hyundai Sonata 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,32MPG2838combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,28,38,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$24,150 – $34,750",9.3 barrels/yr,282 grams/mile, 509 milesTotal Range,Regular Gasoline
"2022 Nissan Sentra SR 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,32MPG2837combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,28,37,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$22,700",9.3 barrels/yr,283 grams/mile, 397 milesTotal Range,Regular Gasoline
"2022 Subaru Impreza 4-Door 2.0 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,32MPG2836combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,28,36,,combined city/hwy,city,hwy,3.1 gal/100 mi,,,"$1,650","$19,295 – $22,695",9.3 barrels/yr,280 grams/mile, 422 milesTotal Range,Regular Gasoline
"2022 Kia Seltos FWD 2.0 L, 4 cyl, Automatic (AV-S8), Regular Gasoline",,31MPG2935combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,29,35,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$22,790",9.6 barrels/yr,283 grams/mile, 409 milesTotal Range,Regular Gasoline
"2022 Kia Soul Eco dynamics 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,31MPG2935combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,29,35,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700", ,9.6 barrels/yr,287 grams/mile, 443 milesTotal Range,Regular Gasoline
"2022 Chevrolet Trailblazer FWD 1.3 L, 3 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,31MPG2933combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,29,33,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$21,600 – $25,700",9.6 barrels/yr,289 grams/mile, 409 milesTotal Range,Regular Gasoline
"2022 Hyundai Venue 1.6 L, 4 cyl, Automatic (AV-S1), Regular Gasoline",,31MPG2933combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,29,33,,combined city/hwy,city,hwy,3.2 gal/100 mi,43.5,,"$1,700","$19,000 – $22,250",9.6 barrels/yr,290 grams/mile, 369 milesTotal Range,Regular Gasoline
"2022 MINI Cooper S Hardtop 2 door 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,31MPG2838combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,38,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$2,100","$26,900",9.6 barrels/yr,280 grams/mile, 360 milesTotal Range,Regular Gasoline
"2022 MINI Cooper S Hardtop 4 door 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,31MPG2838combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,38,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$2,100","$27,900",9.6 barrels/yr,280 grams/mile, 360 milesTotal Range,Regular Gasoline
"2022 Honda Civic 5Dr 1.5 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",,31MPG2837combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$23,550 – $30,050",9.6 barrels/yr,282 grams/mile, 384 milesTotal Range,Regular Gasoline
"2022 Hyundai Elantra 1.6 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$20,200 – $25,950",9.6 barrels/yr,288 grams/mile, 384 milesTotal Range,Regular Gasoline
"2022 Mazda 3 4-Door 2WD 2.0 L, 4 cyl, Automatic (S6), Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$21,150 – $27,700",9.6 barrels/yr,287 grams/mile, 409 milesTotal Range,Regular Gasoline
"2022 Subaru Impreza 5-Door 2.0 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$19,795 – $26,895",9.6 barrels/yr,284 grams/mile, 409 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla APEX 2.0 L, 4 cyl, Manual 6-spd, Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$25,570 – $28,710",9.6 barrels/yr,286 grams/mile, 409 milesTotal Range,Regular Gasoline
"2022 Toyota Corolla Hatchback 2.0 L, 4 cyl, Manual 6-spd, Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$21,165 – $23,165",9.6 barrels/yr,284 grams/mile, 409 milesTotal Range,Regular Gasoline
"2022 Volkswagen Taos 1.5 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,34.6,,"$1,700","$23,495 – $32,090",9.6 barrels/yr,286 grams/mile, 409 milesTotal Range,Regular Gasoline
"2022 Nissan Rogue AWD 1.5 L, 3 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,31MPG2835combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,35,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$28,650 – $38,430",9.6 barrels/yr,287 grams/mile, 450 milesTotal Range,Regular Gasoline
"2022 Nissan Rogue AWD SL/Platinum 1.5 L, 3 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,31MPG2834combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,34,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700", ,9.6 barrels/yr,288 grams/mile, 450 milesTotal Range,Regular Gasoline
"2022 Toyota Camry XLE/XSE 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,31MPG2738combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,38,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$30,595 – $35,720",9.6 barrels/yr,286 grams/mile, 490 milesTotal Range,Regular Gasoline
"2022 Honda Civic 4Dr 1.5 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,36.8,,"$2,100","$22,550 – $29,150",9.6 barrels/yr,285 grams/mile, 384 milesTotal Range,Regular Gasoline
"2022 Hyundai Sonata 1.6 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$24,150 – $34,750",9.6 barrels/yr,293 grams/mile, 493 milesTotal Range,Regular Gasoline
"2022 Hyundai Sonata 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$24,150 – $34,750",9.6 barrels/yr,293 grams/mile, 493 milesTotal Range,Regular Gasoline
"2022 Kia K5 1.6 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$1,700","$23,790 – $31,190",9.6 barrels/yr,292 grams/mile, 490 milesTotal Range,Regular Gasoline
"2022 MINI Cooper Convertible 1.5 L, 3 cyl, Manual 6-spd, Turbo, Premium Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,,,"$2,100","$27,900",9.6 barrels/yr,284 grams/mile, 360 milesTotal Range,Regular Gasoline
