Vehicle,Blank1,All_MPG,Blank2,Combined_MPG,MPG_Type,City_MPG,HWY_MPG,Blank3,Text1,Text_city,Text_hwy,Fuel_Rate,Text2,Blank4,Annual_Fuel_Cost,MSRP,Car_Spec1,Car_Spec2,Total_Range
"2022 Toyota Corolla APEX 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,34MPG3138combined city/hwycityhwy2.9 gal/100 mi,,34,MPG,31,38,,combined city/hwy,city,hwy,2.9 gal/100 mi,NA,,"$1,550","$25,570 – $28,710",8.8 barrels/yr,265 grams/mile, 449 milesTotal Range
"2022 Toyota Corolla XSE 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,34MPG3138combined city/hwycityhwy2.9 gal/100 mi,,34,MPG,31,38,,combined city/hwy,city,hwy,2.9 gal/100 mi,NA,,"$1,550","$26,325",8.8 barrels/yr,265 grams/mile, 449 milesTotal Range
"2022 Volkswagen Jetta 1.5 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",,34MPG2943combined city/hwycityhwy2.9 gal/100 mi,,34,MPG,29,43,,combined city/hwy,city,hwy,2.9 gal/100 mi,NA,,"$1,550","$20,365 – $22,065",8.8 barrels/yr,259 grams/mile, 449 milesTotal Range
"2022 Nissan Kicks 1.6 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG3136combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,31,36,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$19,990 – $22,550",9.0 barrels/yr,269 grams/mile, 356 milesTotal Range
"2022 Chevrolet Spark 1.4 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG3038combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$13,600 – $18,100",9.0 barrels/yr,266 grams/mile, 297 milesTotal Range
"2022 Honda Accord 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,33MPG3038combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$26,520 – $32,840",9.0 barrels/yr,268 grams/mile, 488 milesTotal Range
"2022 Honda Civic 5Dr 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG3038combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,34.8,,"$1,600","$23,550 – $30,050",9.0 barrels/yr,269 grams/mile, 409 milesTotal Range
"2022 Toyota Corolla 1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG3038combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$20,425 – $23,575",9.0 barrels/yr,267 grams/mile, 436 milesTotal Range
"2022 Toyota Corolla Hatchback XSE 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,33MPG3038combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$24,115 – $25,215",9.0 barrels/yr,266 grams/mile, 436 milesTotal Range
"2022 Chevrolet Spark ACTIV 1.4 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG3037combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,37,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$16,600 – $17,700",9.0 barrels/yr,266 grams/mile, 297 milesTotal Range
"2022 Honda Civic 4Dr 2.0 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,33MPG3037combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,37,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$22,550 – $29,150",9.0 barrels/yr,266 grams/mile, 409 milesTotal Range
"2022 Honda Civic 5Dr 1.5 L, 4 cyl, Automatic (AV-S7), Turbo, Regular Gasoline",,33MPG3037combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,37,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$23,550 – $30,050",9.0 barrels/yr,267 grams/mile, 409 milesTotal Range
"2022 Nissan Rogue FWD 1.5 L, 3 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,33MPG3037combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,30,37,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$27,150 – $28,840",9.0 barrels/yr,271 grams/mile, 478 milesTotal Range
"2022 Volkswagen Jetta SE/SEL 1.5 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,33MPG2940combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,29,40,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$24,095 – $28,095",9.0 barrels/yr,268 grams/mile, 436 milesTotal Range
"2022 Kia Forte 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG2939combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,29,39,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$19,590 – $24,490",9.0 barrels/yr,271 grams/mile, 462 milesTotal Range
"2022 Nissan Sentra 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,33MPG2939combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,29,39,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$19,950 – $21,030",9.0 barrels/yr,269 grams/mile, 409 milesTotal Range
"2022 Toyota Corolla 1.8 L, 4 cyl, Manual 6-spd, Regular Gasoline",,33MPG2939combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,29,39,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$20,425 – $23,575",9.0 barrels/yr,271 grams/mile, 436 milesTotal Range
"2022 Chevrolet Spark 1.4 L, 4 cyl, Manual 5-spd, Regular Gasoline",,33MPG2938combined city/hwycityhwy3.0 gal/100 mi,,33,MPG,29,38,,combined city/hwy,city,hwy,3.0 gal/100 mi,NA,,"$1,600","$13,600 – $18,100",9.0 barrels/yr,273 grams/mile, 297 milesTotal Range
"2022 Toyota Corolla Cross 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,32MPG3133combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,31,33,,combined city/hwy,city,hwy,3.1 gal/100 mi,21.0,,"$1,650","$22,445 – $26,575",9.3 barrels/yr,275 grams/mile, 397 milesTotal Range
"2022 Hyundai Kona FWD 2.0 L, 4 cyl, Automatic (AV-S1), Regular Gasoline",,32MPG3035combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,30,35,,combined city/hwy,city,hwy,3.1 gal/100 mi,33.3,,"$1,650","$21,300 – $28,600",9.3 barrels/yr,281 grams/mile, 422 milesTotal Range
"2022 Kia K5 1.6 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,32MPG2938combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,38,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$23,790 – $31,190",9.3 barrels/yr,277 grams/mile, 506 milesTotal Range
"2022 MINI Cooper Convertible 1.5 L, 3 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,32MPG2938combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,38,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$2,050","$27,900",9.3 barrels/yr,273 grams/mile, 371 milesTotal Range
"2022 MINI Cooper Hardtop 2 door 1.5 L, 3 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,32MPG2938combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,38,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$2,050","$22,900",9.3 barrels/yr,273 grams/mile, 371 milesTotal Range
"2022 MINI Cooper Hardtop 4 door 1.5 L, 3 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,32MPG2938combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,38,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$2,050","$23,900",9.3 barrels/yr,273 grams/mile, 371 milesTotal Range
"2022 Chevrolet Spark ACTIV 1.4 L, 4 cyl, Manual 5-spd, Regular Gasoline",,32MPG2937combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,37,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$16,600 – $17,700",9.3 barrels/yr,278 grams/mile, 288 milesTotal Range
"2022 Honda Civic 5Dr 2.0 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,32MPG2937combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,37,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$23,550 – $30,050",9.3 barrels/yr,277 grams/mile, 397 milesTotal Range
"2022 Lexus UX 200 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,32MPG2937combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,37,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$33,450 – $38,490",9.3 barrels/yr,271 grams/mile, 397 milesTotal Range
"2022 Toyota Corolla XLE 1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,32MPG2937combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,37,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$24,825",9.3 barrels/yr,274 grams/mile, 422 milesTotal Range
"2022 Chevrolet Malibu 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,32MPG2936combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,36,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$23,400 – $33,500",9.3 barrels/yr,275 grams/mile, 506 milesTotal Range
"2022 Nissan Rogue FWD SL/Platinum 1.5 L, 3 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,32MPG2936combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,36,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$33,500 – $36,930",9.3 barrels/yr,278 grams/mile, 464 milesTotal Range
"2022 Toyota Corolla 2.0 L, 4 cyl, Manual 6-spd, Regular Gasoline",,32MPG2936combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,36,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$20,425 – $23,575",9.3 barrels/yr,277 grams/mile, 422 milesTotal Range
"2022 Honda Accord Sport/Touring 1.5 L, 4 cyl, Automatic (AV-S7), Turbo, Regular Gasoline",,32MPG2935combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,35,,combined city/hwy,city,hwy,3.1 gal/100 mi,25.3,,"$1,650","$28,980 – $38,450",9.3 barrels/yr,278 grams/mile, 474 milesTotal Range
"2022 Hyundai Kona FWD 1.6 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",,32MPG2935combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,29,35,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$21,300 – $28,600",9.3 barrels/yr,284 grams/mile, 422 milesTotal Range
"2022 Nissan Altima 2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,32MPG2839combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,28,39,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$24,900",9.3 barrels/yr,278 grams/mile, 518 milesTotal Range
"2022 Toyota Camry LE/SE 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,32MPG2839combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,28,39,,combined city/hwy,city,hwy,3.1 gal/100 mi,29.1,,"$1,650","$25,845 – $28,085",9.3 barrels/yr,280 grams/mile, 506 milesTotal Range
"2022 Hyundai Sonata 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,32MPG2838combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,28,38,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$24,150 – $34,750",9.3 barrels/yr,282 grams/mile, 509 milesTotal Range
"2022 Nissan Sentra SR 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,32MPG2837combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,28,37,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$22,700",9.3 barrels/yr,283 grams/mile, 397 milesTotal Range
"2022 Subaru Impreza 4-Door 2.0 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,32MPG2836combined city/hwycityhwy3.1 gal/100 mi,,32,MPG,28,36,,combined city/hwy,city,hwy,3.1 gal/100 mi,NA,,"$1,650","$19,295 – $22,695",9.3 barrels/yr,280 grams/mile, 422 milesTotal Range
"2022 Kia Seltos FWD 2.0 L, 4 cyl, Automatic (AV-S8), Regular Gasoline",,31MPG2935combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,29,35,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$22,790",9.6 barrels/yr,283 grams/mile, 409 milesTotal Range
"2022 Kia Soul Eco dynamics 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,31MPG2935combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,29,35,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700", ,9.6 barrels/yr,287 grams/mile, 443 milesTotal Range
"2022 Chevrolet Trailblazer FWD 1.3 L, 3 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,31MPG2933combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,29,33,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$21,600 – $25,700",9.6 barrels/yr,289 grams/mile, 409 milesTotal Range
"2022 Hyundai Venue 1.6 L, 4 cyl, Automatic (AV-S1), Regular Gasoline",,31MPG2933combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,29,33,,combined city/hwy,city,hwy,3.2 gal/100 mi,43.5,,"$1,700","$19,000 – $22,250",9.6 barrels/yr,290 grams/mile, 369 milesTotal Range
"2022 MINI Cooper S Hardtop 2 door 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,31MPG2838combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,38,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$2,100","$26,900",9.6 barrels/yr,280 grams/mile, 360 milesTotal Range
"2022 MINI Cooper S Hardtop 4 door 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,31MPG2838combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,38,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$2,100","$27,900",9.6 barrels/yr,280 grams/mile, 360 milesTotal Range
"2022 Honda Civic 5Dr 1.5 L, 4 cyl, Manual 6-spd, Turbo, Regular Gasoline",,31MPG2837combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$23,550 – $30,050",9.6 barrels/yr,282 grams/mile, 384 milesTotal Range
"2022 Hyundai Elantra 1.6 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$20,200 – $25,950",9.6 barrels/yr,288 grams/mile, 384 milesTotal Range
"2022 Mazda 3 4-Door 2WD 2.0 L, 4 cyl, Automatic (S6), Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$21,150 – $27,700",9.6 barrels/yr,287 grams/mile, 409 milesTotal Range
"2022 Subaru Impreza 5-Door 2.0 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$19,795 – $26,895",9.6 barrels/yr,284 grams/mile, 409 milesTotal Range
"2022 Toyota Corolla APEX 2.0 L, 4 cyl, Manual 6-spd, Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$25,570 – $28,710",9.6 barrels/yr,286 grams/mile, 409 milesTotal Range
"2022 Toyota Corolla Hatchback 2.0 L, 4 cyl, Manual 6-spd, Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$21,165 – $23,165",9.6 barrels/yr,284 grams/mile, 409 milesTotal Range
"2022 Volkswagen Taos 1.5 L, 4 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,31MPG2836combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,36,,combined city/hwy,city,hwy,3.2 gal/100 mi,34.6,,"$1,700","$23,495 – $32,090",9.6 barrels/yr,286 grams/mile, 409 milesTotal Range
"2022 Nissan Rogue AWD 1.5 L, 3 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,31MPG2835combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,35,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$28,650 – $38,430",9.6 barrels/yr,287 grams/mile, 450 milesTotal Range
"2022 Nissan Rogue AWD SL/Platinum 1.5 L, 3 cyl, Automatic (AV-S8), Turbo, Regular Gasoline",,31MPG2834combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,28,34,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700", ,9.6 barrels/yr,288 grams/mile, 450 milesTotal Range
"2022 Toyota Camry XLE/XSE 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,31MPG2738combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,38,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$30,595 – $35,720",9.6 barrels/yr,286 grams/mile, 490 milesTotal Range
"2022 Honda Civic 4Dr 1.5 L, 4 cyl, Manual 6-spd, Turbo, Premium Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,36.8,,"$2,100","$22,550 – $29,150",9.6 barrels/yr,285 grams/mile, 384 milesTotal Range
"2022 Hyundai Sonata 1.6 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$24,150 – $34,750",9.6 barrels/yr,293 grams/mile, 493 milesTotal Range
"2022 Hyundai Sonata 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$24,150 – $34,750",9.6 barrels/yr,293 grams/mile, 493 milesTotal Range
"2022 Kia K5 1.6 L, 4 cyl, Automatic (S8), Turbo, Regular Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$23,790 – $31,190",9.6 barrels/yr,292 grams/mile, 490 milesTotal Range
"2022 MINI Cooper Convertible 1.5 L, 3 cyl, Manual 6-spd, Turbo, Premium Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$2,100","$27,900",9.6 barrels/yr,284 grams/mile, 360 milesTotal Range
"2022 MINI Cooper Hardtop 2 door 1.5 L, 3 cyl, Manual 6-spd, Turbo, Premium Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$2,100","$22,900",9.6 barrels/yr,284 grams/mile, 360 milesTotal Range
"2022 MINI Cooper Hardtop 4 door 1.5 L, 3 cyl, Manual 6-spd, Turbo, Premium Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$2,100","$23,900",9.6 barrels/yr,284 grams/mile, 360 milesTotal Range
"2022 Nissan Altima SR 2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$26,900 – $31,250",9.6 barrels/yr,290 grams/mile, 502 milesTotal Range
"2022 Nissan Altima SV/SL 2.5 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,31MPG2737combined city/hwycityhwy3.2 gal/100 mi,,31,MPG,27,37,,combined city/hwy,city,hwy,3.2 gal/100 mi,NA,,"$1,700","$25,900 – $30,340",9.6 barrels/yr,287 grams/mile, 502 milesTotal Range
"2022 Buick Encore GX FWD 1.3 L, 3 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,30MPG2932combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,29,32,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$24,200 – $29,000",9.9 barrels/yr,297 grams/mile, 396 milesTotal Range
"2022 Toyota Corolla Cross 4WD 2.0 L, 4 cyl, Automatic (AV-S10), Regular Gasoline",,30MPG2932combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,29,32,,combined city/hwy,city,hwy,3.3 gal/100 mi,22.5,,"$1,750","$23,745 – $27,875",9.9 barrels/yr,293 grams/mile, 396 milesTotal Range
"2022 Buick Encore GX FWD 1.2 L, 3 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,30MPG2931combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,29,31,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$24,200 – $29,000",9.9 barrels/yr,296 grams/mile, 396 milesTotal Range
"2022 Chevrolet Trailblazer FWD 1.2 L, 3 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,30MPG2931combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,29,31,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$21,600 – $25,700",9.9 barrels/yr,296 grams/mile, 396 milesTotal Range
"2022 Ford Escape FWD 1.5 L, 3 cyl, Automatic 8-spd, Turbo, Regular Gasoline",,30MPG2834combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,28,34,,combined city/hwy,city,hwy,3.3 gal/100 mi,27.9,,"$1,750","$27,025 – $30,735",9.9 barrels/yr,293 grams/mile, 444 milesTotal Range
"2022 Honda CR-V FWD 1.5 L, 4 cyl, Automatic (variable gear ratios), Turbo, Regular Gasoline",,30MPG2834combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,28,34,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$26,800 – $31,900",9.9 barrels/yr,294 grams/mile, 420 milesTotal Range
"2022 Honda HR-V FWD 1.8 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,30MPG2834combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,28,34,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$21,870 – $26,670",9.9 barrels/yr,292 grams/mile, 396 milesTotal Range
"2022 Honda HR-V FWD 1.8 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,30MPG2834combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,28,34,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$21,870 – $26,670",9.9 barrels/yr,292 grams/mile, 396 milesTotal Range
"2022 Hyundai Kona AWD 2.0 L, 4 cyl, Automatic (AV-S1), Regular Gasoline",,30MPG2833combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,28,33,,combined city/hwy,city,hwy,3.3 gal/100 mi,37.0,,"$1,750","$22,800 – $30,100",9.9 barrels/yr,301 grams/mile, 396 milesTotal Range
"2022 Kia Soul 2.0 L, 4 cyl, Automatic (variable gear ratios), Regular Gasoline",,30MPG2833combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,28,33,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$19,290 – $27,890",9.9 barrels/yr,301 grams/mile, 429 milesTotal Range
"2022 Subaru Crosstrek AWD 2.0 L, 4 cyl, Automatic (AV-S8), Regular Gasoline",,30MPG2833combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,28,33,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$23,145 – $28,995",9.9 barrels/yr,297 grams/mile, 498 milesTotal Range
"2022 MINI Cooper S Convertible 2.0 L, 4 cyl, Automatic (AM-S7), Turbo, Premium Gasoline",,30MPG2736combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,27,36,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$2,200","$31,900",9.9 barrels/yr,293 grams/mile, 348 milesTotal Range
"2022 Subaru Impreza Sport 4-Door 2.0 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,30MPG2736combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,27,36,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$24,095",9.9 barrels/yr,291 grams/mile, 396 milesTotal Range
"2022 Kia Forte 1.6 L, 4 cyl, Automatic (AM-S7), Turbo, Regular Gasoline",,30MPG2735combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,27,35,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$19,590 – $24,490",9.9 barrels/yr,296 grams/mile, 420 milesTotal Range
"2022 Nissan Versa 1.6 L, 4 cyl, Manual 5-spd, Regular Gasoline",,30MPG2735combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,27,35,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$15,580 – $18,990",9.9 barrels/yr,296 grams/mile, 324 milesTotal Range
"2022 Subaru Impreza Sport 5-Door 2.0 L, 4 cyl, Automatic (AV-S7), Regular Gasoline",,30MPG2735combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,27,35,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$23,495 – $24,595",9.9 barrels/yr,292 grams/mile, 396 milesTotal Range
"2022 Subaru Legacy AWD 2.5 L, 4 cyl, Automatic (AV-S8), Regular Gasoline",,30MPG2735combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,27,35,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$23,495 – $36,695",9.9 barrels/yr,295 grams/mile, 555 milesTotal Range
"2022 Toyota RAV4 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,30MPG2735combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,27,35,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$26,975 – $35,475",9.9 barrels/yr,296 grams/mile, 435 milesTotal Range
"2022 Toyota RAV4 2.5 L, 4 cyl, Automatic (S8), Regular Gasoline",,30MPG2735combined city/hwycityhwy3.3 gal/100 mi,,30,MPG,27,35,,combined city/hwy,city,hwy,3.3 gal/100 mi,NA,,"$1,750","$26,975 – $35,475",9.9 barrels/yr,292 grams/mile, 435 milesTotal Range
