Vehicle,PaymentYear,TotalPayment
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),11,60475.0
Ford Mustang Mach-E CAL RT 1 ER RWDAutomatic (A1),12,61175.0
Volkswagen ID.4 AWD ProAutomatic (A1),1,9682.0
Volkswagen ID.4 AWD ProAutomatic (A1),2,19364.0
Volkswagen ID.4 AWD ProAutomatic (A1),3,29046.0
Volkswagen ID.4 AWD ProAutomatic (A1),4,38728.0
Volkswagen ID.4 AWD ProAutomatic (A1),5,48410.0
Volkswagen ID.4 AWD ProAutomatic (A1),6,49110.0
Volkswagen ID.4 AWD ProAutomatic (A1),7,49810.0
Volkswagen ID.4 AWD ProAutomatic (A1),8,50510.0
Volkswagen ID.4 AWD ProAutomatic (A1),9,51210.0
Volkswagen ID.4 AWD ProAutomatic (A1),10,51910.0
Volkswagen ID.4 AWD ProAutomatic (A1),11,52610.0
Volkswagen ID.4 AWD ProAutomatic (A1),12,53310.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),1,11600.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),2,23200.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),3,34800.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),4,46400.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),5,58000.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),6,58700.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),7,59400.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),8,60100.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),9,60800.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),10,61500.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),11,62200.0
Mercedes-Benz EQB 300 4maticAutomatic (A1),12,62900.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),1,700.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),2,1400.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),3,2100.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),4,2800.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),5,3500.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),6,4200.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),7,4900.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),8,5600.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),9,6300.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),10,7000.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),11,7700.0
Tesla Model S Plaid (21 inch wheels)Automatic (A1),12,8400.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),1,11780.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),2,23560.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),3,35340.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),4,47120.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),5,58900.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),6,59600.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),7,60300.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),8,61000.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),9,61700.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),10,62400.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),11,63100.0
BMW i4 eDrive40 Gran Coupe (19 inch wheels)Automatic (A1),12,63800.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),1,11700.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),2,23400.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),3,35100.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),4,46800.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),5,58500.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),6,59200.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),7,59900.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),8,60600.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),9,61300.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),10,62000.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),11,62700.0
Hyundai Ioniq 5 AWD (Long Range)Automatic (A1),12,63400.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),1,11795.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),2,23590.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),3,35385.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),4,47180.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),5,58975.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),6,59675.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),7,60375.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),8,61075.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),9,61775.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),10,62475.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),11,63175.0
Ford Mustang Mach-E CAL RT 1 ER AWDAutomatic (A1),12,63875.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),1,28498.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),2,56996.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),3,85494.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),4,113992.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),5,142490.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),6,143190.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),7,143890.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),8,144590.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),9,145290.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),10,145990.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),11,146690.0
Tesla Model X Plaid (20 inch wheels)Automatic (A1),12,147390.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),1,750.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),2,1500.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),3,2250.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),4,3000.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),5,3750.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),6,4500.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),7,5250.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),8,6000.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),9,6750.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),10,7500.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),11,8250.0
Ford Mustang Mach-E RWD ExtendedAutomatic (A1),12,9000.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),1,21212.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),2,42424.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),3,63636.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),4,84848.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),5,106060.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),6,106810.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),7,107560.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),8,108310.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),9,109060.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),10,109810.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),11,110560.0
Mercedes-Benz EQS 450 PlusAutomatic (A1),12,111310.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),1,12360.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),2,24720.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),3,37080.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),4,49440.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),5,61800.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),6,62550.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),7,63300.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),8,64050.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),9,64800.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),10,65550.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),11,66300.0
Mercedes-Benz EQB 350 4maticAutomatic (A1),12,67050.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),1,13930.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),2,27860.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),3,41790.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),4,55720.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),5,69650.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),6,70400.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),7,71150.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),8,71900.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),9,72650.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),10,73400.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),11,74150.0
BMW i4 M50 Gran Coupe (19 inch wheels)Automatic (A1),12,74900.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),1,10632.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),2,21264.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),3,31896.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),4,42528.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),5,53160.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),6,53910.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),7,54660.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),8,55410.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),9,56160.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),10,56910.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),11,57660.0
Volkswagen ID.4 AWD Pro SAutomatic (A1),12,58410.0
Audi Q4 e-tron quattroAutomatic (A1),1,12250.0
Audi Q4 e-tron quattroAutomatic (A1),2,24500.0
Audi Q4 e-tron quattroAutomatic (A1),3,36750.0
Audi Q4 e-tron quattroAutomatic (A1),4,49000.0
Audi Q4 e-tron quattroAutomatic (A1),5,61250.0
Audi Q4 e-tron quattroAutomatic (A1),6,62000.0
Audi Q4 e-tron quattroAutomatic (A1),7,62750.0
Audi Q4 e-tron quattroAutomatic (A1),8,63500.0
Audi Q4 e-tron quattroAutomatic (A1),9,64250.0
Audi Q4 e-tron quattroAutomatic (A1),10,65000.0
Audi Q4 e-tron quattroAutomatic (A1),11,65750.0
Audi Q4 e-tron quattroAutomatic (A1),12,66500.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),1,12810.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),2,25620.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),3,38430.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),4,51240.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),5,64050.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),6,64800.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),7,65550.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),8,66300.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),9,67050.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),10,67800.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),11,68550.0
Audi Q4 e-tron Sportback quattroAutomatic (A1),12,69300.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),1,24572.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),2,49144.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),3,73716.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),4,98288.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),5,122860.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),6,123610.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),7,124360.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),8,125110.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),9,125860.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),10,126610.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),11,127360.0
Mercedes-Benz EQS 580 4maticAutomatic (A1),12,128110.0
Ford Mustang Mach-E AWDAutomatic (A1),1,11110.0
Ford Mustang Mach-E AWDAutomatic (A1),2,22220.0
Ford Mustang Mach-E AWDAutomatic (A1),3,33330.0
Ford Mustang Mach-E AWDAutomatic (A1),4,44440.0
Ford Mustang Mach-E AWDAutomatic (A1),5,55550.0
Ford Mustang Mach-E AWDAutomatic (A1),6,56300.0
Ford Mustang Mach-E AWDAutomatic (A1),7,57050.0
Ford Mustang Mach-E AWDAutomatic (A1),8,57800.0
Ford Mustang Mach-E AWDAutomatic (A1),9,58550.0
Ford Mustang Mach-E AWDAutomatic (A1),10,59300.0
Ford Mustang Mach-E AWDAutomatic (A1),11,60050.0
Ford Mustang Mach-E AWDAutomatic (A1),12,60800.0
Mazda MX-30Automatic (A1),1,8046.0
Mazda MX-30Automatic (A1),2,16092.0
Mazda MX-30Automatic (A1),3,24138.0
Mazda MX-30Automatic (A1),4,32184.0
Mazda MX-30Automatic (A1),5,40230.0
Mazda MX-30Automatic (A1),6,40980.0
Mazda MX-30Automatic (A1),7,41730.0
Mazda MX-30Automatic (A1),8,42480.0
Mazda MX-30Automatic (A1),9,43230.0
Mazda MX-30Automatic (A1),10,43980.0
Mazda MX-30Automatic (A1),11,44730.0
Mazda MX-30Automatic (A1),12,45480.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),1,800.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),2,1600.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),3,2400.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),4,3200.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),5,4000.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),6,4800.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),7,5600.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),8,6400.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),9,7200.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),10,8000.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),11,8800.0
Ford Mustang Mach-E AWD ExtendedAutomatic (A1),12,9600.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),1,800.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),2,1600.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),3,2400.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),4,3200.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),5,4000.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),6,4800.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),7,5600.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),8,6400.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),9,7200.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),10,8000.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),11,8800.0
Tesla Model X Plaid (22 inch wheels)Automatic (A1),12,9600.0
Polestar 2 Dual MotorAutomatic (A1),1,10780.0
Polestar 2 Dual MotorAutomatic (A1),2,21560.0
Polestar 2 Dual MotorAutomatic (A1),3,32340.0
Polestar 2 Dual MotorAutomatic (A1),4,43120.0
Polestar 2 Dual MotorAutomatic (A1),5,53900.0
Polestar 2 Dual MotorAutomatic (A1),6,54700.0
Polestar 2 Dual MotorAutomatic (A1),7,55500.0
Polestar 2 Dual MotorAutomatic (A1),8,56300.0
Polestar 2 Dual MotorAutomatic (A1),9,57100.0
Polestar 2 Dual MotorAutomatic (A1),10,57900.0
Polestar 2 Dual MotorAutomatic (A1),11,58700.0
Polestar 2 Dual MotorAutomatic (A1),12,59500.0
Volvo C40 Recharge twinAutomatic (A1),1,12550.0
Volvo C40 Recharge twinAutomatic (A1),2,25100.0
Volvo C40 Recharge twinAutomatic (A1),3,37650.0
Volvo C40 Recharge twinAutomatic (A1),4,50200.0
Volvo C40 Recharge twinAutomatic (A1),5,62750.0
Volvo C40 Recharge twinAutomatic (A1),6,63550.0
Volvo C40 Recharge twinAutomatic (A1),7,64350.0
Volvo C40 Recharge twinAutomatic (A1),8,65150.0
Volvo C40 Recharge twinAutomatic (A1),9,65950.0
Volvo C40 Recharge twinAutomatic (A1),10,66750.0
Volvo C40 Recharge twinAutomatic (A1),11,67550.0
Volvo C40 Recharge twinAutomatic (A1),12,68350.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),1,17440.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),2,34880.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),3,52320.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),4,69760.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),5,87200.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),6,88000.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),7,88800.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),8,89600.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),9,90400.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),10,91200.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),11,92000.0
BMW iX xDrive50 (20 inch wheels)Automatic (A1),12,92800.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),1,17440.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),2,34880.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),3,52320.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),4,69760.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),5,87200.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),6,88000.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),7,88800.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),8,89600.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),9,90400.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),10,91200.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),11,92000.0
BMW iX xDrive50 (22 inch wheels)Automatic (A1),12,92800.0
Volvo XC40 Recharge twinAutomatic (A1),1,12480.0
Volvo XC40 Recharge twinAutomatic (A1),2,24960.0
Volvo XC40 Recharge twinAutomatic (A1),3,37440.0
Volvo XC40 Recharge twinAutomatic (A1),4,49920.0
Volvo XC40 Recharge twinAutomatic (A1),5,62400.0
Volvo XC40 Recharge twinAutomatic (A1),6,63250.0
Volvo XC40 Recharge twinAutomatic (A1),7,64100.0
Volvo XC40 Recharge twinAutomatic (A1),8,64950.0
Volvo XC40 Recharge twinAutomatic (A1),9,65800.0
Volvo XC40 Recharge twinAutomatic (A1),10,66650.0
Volvo XC40 Recharge twinAutomatic (A1),11,67500.0
Volvo XC40 Recharge twinAutomatic (A1),12,68350.0
Ford Mustang Mach-E GTAutomatic (A1),1,13249.0
Ford Mustang Mach-E GTAutomatic (A1),2,26498.0
Ford Mustang Mach-E GTAutomatic (A1),3,39747.0
Ford Mustang Mach-E GTAutomatic (A1),4,52996.0
Ford Mustang Mach-E GTAutomatic (A1),5,66245.0
Ford Mustang Mach-E GTAutomatic (A1),6,67095.0
Ford Mustang Mach-E GTAutomatic (A1),7,67945.0
Ford Mustang Mach-E GTAutomatic (A1),8,68795.0
Ford Mustang Mach-E GTAutomatic (A1),9,69645.0
Ford Mustang Mach-E GTAutomatic (A1),10,70495.0
Ford Mustang Mach-E GTAutomatic (A1),11,71345.0
Ford Mustang Mach-E GTAutomatic (A1),12,72195.0
Porsche Taycan GTSAutomatic (A2),1,27130.0
Porsche Taycan GTSAutomatic (A2),2,54260.0
Porsche Taycan GTSAutomatic (A2),3,81390.0
Porsche Taycan GTSAutomatic (A2),4,108520.0
Porsche Taycan GTSAutomatic (A2),5,135650.0
Porsche Taycan GTSAutomatic (A2),6,136500.0
Porsche Taycan GTSAutomatic (A2),7,137350.0
Porsche Taycan GTSAutomatic (A2),8,138200.0
Porsche Taycan GTSAutomatic (A2),9,139050.0
Porsche Taycan GTSAutomatic (A2),10,139900.0
Porsche Taycan GTSAutomatic (A2),11,140750.0
Porsche Taycan GTSAutomatic (A2),12,141600.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),1,17490.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),2,34980.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),3,52470.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),4,69960.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),5,87450.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),6,88300.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),7,89150.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),8,90000.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),9,90850.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),10,91700.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),11,92550.0
BMW iX xDrive50 (21 inch wheels)Automatic (A1),12,93400.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),1,850.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),2,1700.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),3,2550.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),4,3400.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),5,4250.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),6,5100.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),7,5950.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),8,6800.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),9,7650.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),10,8500.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),11,9350.0
Ford Mustang Mach-E GT PerformanceAutomatic (A1),12,10200.0
Audi e-tron GTAutomatic (A2),1,22770.0
Audi e-tron GTAutomatic (A2),2,45540.0
Audi e-tron GTAutomatic (A2),3,68310.0
Audi e-tron GTAutomatic (A2),4,91080.0
Audi e-tron GTAutomatic (A2),5,113850.0
Audi e-tron GTAutomatic (A2),6,114700.0
Audi e-tron GTAutomatic (A2),7,115550.0
Audi e-tron GTAutomatic (A2),8,116400.0
Audi e-tron GTAutomatic (A2),9,117250.0
Audi e-tron GTAutomatic (A2),10,118100.0
Audi e-tron GTAutomatic (A2),11,118950.0
Audi e-tron GTAutomatic (A2),12,119800.0
Audi RS e-tron GTAutomatic (A2),1,29380.0
Audi RS e-tron GTAutomatic (A2),2,58760.0
Audi RS e-tron GTAutomatic (A2),3,88140.0
Audi RS e-tron GTAutomatic (A2),4,117520.0
Audi RS e-tron GTAutomatic (A2),5,146900.0
Audi RS e-tron GTAutomatic (A2),6,147800.0
Audi RS e-tron GTAutomatic (A2),7,148700.0
Audi RS e-tron GTAutomatic (A2),8,149600.0
Audi RS e-tron GTAutomatic (A2),9,150500.0
Audi RS e-tron GTAutomatic (A2),10,151400.0
Audi RS e-tron GTAutomatic (A2),11,152300.0
Audi RS e-tron GTAutomatic (A2),12,153200.0
Porsche Taycan GTS STAutomatic (A2),1,27560.0
Porsche Taycan GTS STAutomatic (A2),2,55120.0
Porsche Taycan GTS STAutomatic (A2),3,82680.0
Porsche Taycan GTS STAutomatic (A2),4,110240.0
Porsche Taycan GTS STAutomatic (A2),5,137800.0
Porsche Taycan GTS STAutomatic (A2),6,138700.0
Porsche Taycan GTS STAutomatic (A2),7,139600.0
Porsche Taycan GTS STAutomatic (A2),8,140500.0
Porsche Taycan GTS STAutomatic (A2),9,141400.0
Porsche Taycan GTS STAutomatic (A2),10,142300.0
Porsche Taycan GTS STAutomatic (A2),11,143200.0
Porsche Taycan GTS STAutomatic (A2),12,144100.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),1,14080.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),2,28160.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),3,42240.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),4,56320.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),5,70400.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),6,71300.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),7,72200.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),8,73100.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),9,74000.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),10,74900.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),11,75800.0
BMW i4 M50 Gran Coupe (20 inch wheels)Automatic (A1),12,76700.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),1,21660.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),2,43320.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),3,64980.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),4,86640.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),5,108300.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),6,109200.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),7,110100.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),8,111000.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),9,111900.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),10,112800.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),11,113700.0
Porsche Taycan 4S Perf BatteryAutomatic (A2),12,114600.0
Porsche Taycan Perf BatteryAutomatic (A2),1,17440.0
Porsche Taycan Perf BatteryAutomatic (A2),2,34880.0
Porsche Taycan Perf BatteryAutomatic (A2),3,52320.0
Porsche Taycan Perf BatteryAutomatic (A2),4,69760.0
Porsche Taycan Perf BatteryAutomatic (A2),5,87200.0
Porsche Taycan Perf BatteryAutomatic (A2),6,88100.0
Porsche Taycan Perf BatteryAutomatic (A2),7,89000.0
Porsche Taycan Perf BatteryAutomatic (A2),8,89900.0
Porsche Taycan Perf BatteryAutomatic (A2),9,90800.0
Porsche Taycan Perf BatteryAutomatic (A2),10,91700.0
Porsche Taycan Perf BatteryAutomatic (A2),11,92600.0
Porsche Taycan Perf BatteryAutomatic (A2),12,93500.0
Audi e-tron quattroAutomatic (A1),1,17580.0
Audi e-tron quattroAutomatic (A1),2,35160.0
Audi e-tron quattroAutomatic (A1),3,52740.0
Audi e-tron quattroAutomatic (A1),4,70320.0
Audi e-tron quattroAutomatic (A1),5,87900.0
Audi e-tron quattroAutomatic (A1),6,88800.0
Audi e-tron quattroAutomatic (A1),7,89700.0
Audi e-tron quattroAutomatic (A1),8,90600.0
Audi e-tron quattroAutomatic (A1),9,91500.0
Audi e-tron quattroAutomatic (A1),10,92400.0
Audi e-tron quattroAutomatic (A1),11,93300.0
Audi e-tron quattroAutomatic (A1),12,94200.0
Audi e-tron Sportback quattroAutomatic (A1),1,900.0
